1468,6792452830186; 640,6483790523689
1500,3773584905662; 701,3965087281794
1521,5094339622642; 730,7231920199499
1563,7735849056603; 749,5760598503739
1571,698113207547; 766,3341645885286
1867,5471698113206; 841,7456359102243
1867,5471698113206; 820,798004987531
1862,264150943396; 699,30174563591
1830,566037735849; 701,3965087281794
1711,698113207547; 739,1022443890273
1244,1509433962265; 644,8379052369075
1299,6226415094338; 690,9226932668328
1328,6792452830186; 693,0174563591021
1246,7924528301887; 588,2793017456357
1273,2075471698113; 634,364089775561
1178,1132075471696; 579,9002493765585
1056,6037735849054; 554,7630922693265
1003,7735849056604; 357,85536159600974
935,0943396226413; 322,2443890274312
884,9056603773585; 378,80299251870304
808,3018867924528; 341,0972568578552
787,1698113207547; 380,89775561097235
810,9433962264151; 391,37157107231906
840; 473,0673316708228
882,2641509433962; 468,87780548628405
744,9056603773586; 429,077306733167
744,9056603773586; 393,4663341645884
739,622641509434; 345,2867830423937
747,5471698113208; 318,0548628428925
668,3018867924528; 347,38154613466304
686,7924528301886; 292,91770573566055
644,5283018867924; 238,45386533665817
596,9811320754717; 204,93765586034885
610,188679245283; 269,87531172069805
610,188679245283; 297,1072319201993
544,1509433962264; 271,97007481296737
504,5283018867924; 227,98004987531147
475,4716981132075; 244,73815461346612
438,4905660377358; 223,79052369077294
406,7924528301887; 190,27431421446363
390,9433962264151; 200,74812967581022
401,5094339622641; 165,1371571072317
