"ERROR","S:0","S:1","S:2","S:3","S:4","S:5","S_Mises","S_Principal:0","S_Principal:1","S_Principal:2","U:0","U:1","U:2","vtkValidPointMask","arc_length","Points:0","Points:1","Points:2"
5.5266,15.584,63.163,-0.25472,0.0082967,-1.3283e-21,2.1949e-19,57.217,-0.25473,15.584,63.163,0.020215,-0.01866,-2.5224e-21,1,14.326,65.126,0,0
5.5265,15.65,62.858,-0.25077,0.0084849,-4.0808e-21,1.9747e-19,56.896,-0.25078,15.65,62.858,0.020212,-0.0186,2.6526e-21,1,14.427,65.227,0,0
5.5265,15.715,62.552,-0.24682,0.0086731,-1.6156e-21,-3.8608e-20,56.575,-0.24683,15.715,62.552,0.02021,-0.01854,-2.2833e-21,1,14.529,65.329,0,0
5.5264,15.78,62.247,-0.24287,0.0088613,-1.139e-21,-2.076e-19,56.253,-0.24287,15.78,62.247,0.020207,-0.01848,3.3267e-21,1,14.63,65.43,0,0
5.5263,15.846,61.942,-0.23892,0.0090495,-2.4542e-21,2.8918e-19,55.932,-0.23892,15.846,61.942,0.020205,-0.01842,3.6997e-21,1,14.732,65.532,0,0
5.5263,15.911,61.636,-0.23497,0.0092378,-5.6259e-22,-2.2773e-19,55.611,-0.23497,15.911,61.636,0.020202,-0.01836,1.9859e-21,1,14.834,65.634,0,0
5.5262,15.977,61.331,-0.23102,0.009426,-2.002e-21,2.3268e-20,55.289,-0.23102,15.977,61.331,0.0202,-0.0183,-5.4179e-21,1,14.935,65.735,0,0
5.5261,16.042,61.025,-0.22706,0.0096142,-1.1184e-21,6.4706e-19,54.968,-0.22707,16.042,61.025,0.020197,-0.01824,5.0118e-21,1,15.037,65.837,0,0
5.5261,16.107,60.72,-0.22311,0.0098024,-3.8434e-22,-6.0783e-20,54.647,-0.22312,16.107,60.72,0.020195,-0.01818,2.611e-21,1,15.138,65.938,0,0
5.526,16.173,60.415,-0.21916,0.0099907,-1.2945e-21,-8.0271e-19,54.325,-0.21917,16.173,60.415,0.020193,-0.01812,1.9197e-21,1,15.24,66.04,0,0
5.543,16.205,60.166,-0.21744,0.010077,-6.6653e-22,9.969e-20,54.081,-0.21744,16.205,60.166,0.020193,-0.01806,-3.1972e-22,1,15.342,66.142,0,0
5.5599,16.237,59.916,-0.21571,0.010164,-2.2121e-21,6.923e-19,53.836,-0.21572,16.237,59.916,0.020194,-0.018,1.7623e-21,1,15.443,66.243,0,0
5.5769,16.27,59.667,-0.21399,0.010251,-1.0226e-21,1.5528e-19,53.592,-0.21399,16.27,59.667,0.020194,-0.01794,5.8577e-21,1,15.545,66.345,0,0
5.5938,16.302,59.418,-0.21227,0.010338,-1.7549e-21,-1.2e-19,53.347,-0.21227,16.302,59.418,0.020195,-0.01788,-4.8414e-22,1,15.646,66.446,0,0
5.6108,16.334,59.169,-0.21054,0.010425,1.3533e-21,-2.8847e-20,53.102,-0.21055,16.334,59.169,0.020196,-0.01782,1.7211e-21,1,15.748,66.548,0,0
5.6278,16.366,58.92,-0.20882,0.010511,1.2683e-21,-1.8326e-20,52.858,-0.20882,16.366,58.92,0.020196,-0.01776,-1.4112e-21,1,15.85,66.65,0,0
5.6447,16.399,58.671,-0.2071,0.010598,-1.1884e-22,9.2038e-20,52.613,-0.2071,16.399,58.671,0.020197,-0.0177,-3.0903e-21,1,15.951,66.751,0,0
5.6617,16.431,58.421,-0.20537,0.010685,1.4587e-21,7.2203e-20,52.369,-0.20538,16.431,58.421,0.020198,-0.01764,6.3319e-21,1,16.053,66.853,0,0
5.6786,16.463,58.172,-0.20365,0.010772,1.737e-21,-3.8467e-19,52.124,-0.20365,16.463,58.172,0.020198,-0.01758,6.0286e-21,1,16.154,66.954,0,0
5.6956,16.496,57.923,-0.20193,0.010859,3.5851e-21,1.538e-19,51.879,-0.20193,16.496,57.923,0.020199,-0.01752,1.4496e-21,1,16.256,67.056,0,0
5.7125,16.528,57.674,-0.2002,0.010946,-2.482e-21,8.868e-20,51.635,-0.20021,16.528,57.674,0.020199,-0.01746,1.451e-21,1,16.358,67.158,0,0
5.7295,16.56,57.425,-0.19848,0.011032,1.9239e-21,4.8061e-20,51.39,-0.19848,16.56,57.425,0.0202,-0.0174,-3.3939e-22,1,16.459,67.259,0,0
5.7465,16.593,57.176,-0.19676,0.011119,-2.1619e-21,7.1864e-19,51.146,-0.19676,16.593,57.176,0.020201,-0.01734,6.6647e-21,1,16.561,67.361,0,0
5.7634,16.625,56.926,-0.19503,0.011206,8.6948e-23,2.6758e-20,50.901,-0.19504,16.625,56.926,0.020201,-0.01728,8.803e-22,1,16.662,67.462,0,0
5.7804,16.657,56.677,-0.19331,0.011293,1.3786e-21,-3.1176e-20,50.656,-0.19331,16.657,56.677,0.020202,-0.01722,1.3997e-21,1,16.764,67.564,0,0
5.7973,16.689,56.428,-0.19159,0.01138,-5.9792e-22,1.0609e-19,50.412,-0.19159,16.689,56.428,0.020203,-0.01716,3.6158e-21,1,16.866,67.666,0,0
5.8143,16.722,56.179,-0.18986,0.011466,1.5142e-21,2.3572e-19,50.167,-0.18987,16.722,56.179,0.020203,-0.0171,-9.6405e-22,1,16.967,67.767,0,0
5.8312,16.754,55.93,-0.18814,0.011553,-1.9896e-21,-5.9635e-20,49.922,-0.18814,16.754,55.93,0.020204,-0.01704,-4.0713e-21,1,17.069,67.869,0,0
5.8482,16.786,55.681,-0.18642,0.01164,5.9289e-22,1.3092e-20,49.678,-0.18642,16.786,55.681,0.020204,-0.01698,6.2126e-21,1,17.17,67.97,0,0
5.8652,16.819,55.432,-0.18469,0.011727,-2.8268e-21,-1.3064e-19,49.433,-0.1847,16.819,55.432,0.020205,-0.01692,3.327e-21,1,17.272,68.072,0,0
5.8821,16.851,55.182,-0.18297,0.011814,-1.5956e-21,-9.5475e-20,49.189,-0.18297,16.851,55.182,0.020206,-0.01686,-3.6967e-21,1,17.374,68.174,0,0
5.8991,16.883,54.933,-0.18125,0.0119,3.7938e-21,-2.4035e-20,48.944,-0.18125,16.883,54.933,0.020206,-0.0168,2.6603e-21,1,17.475,68.275,0,0
5.916,16.916,54.684,-0.17952,0.011987,-5.0782e-21,5.9564e-19,48.699,-0.17952,16.916,54.684,0.020207,-0.01674,2.6639e-21,1,17.577,68.377,0,0
5.933,16.948,54.435,-0.1778,0.012074,-1.8828e-21,-3.2255e-19,48.455,-0.1778,16.948,54.435,0.020207,-0.01668,7.0899e-21,1,17.678,68.478,0,0
5.9499,16.98,54.186,-0.17608,0.012161,-2.5163e-22,-3.0702e-19,48.21,-0.17608,16.98,54.186,0.020208,-0.01662,6.4017e-21,1,17.78,68.58,0,0
5.9669,17.012,53.937,-0.17435,0.012248,2.1225e-21,-2.6411e-20,47.966,-0.17435,17.012,53.937,0.020209,-0.01656,-2.1448e-21,1,17.882,68.682,0,0
5.9839,17.045,53.687,-0.17263,0.012334,-2.3661e-22,-3.6225e-19,47.721,-0.17263,17.045,53.687,0.020209,-0.0165,-4.3367e-21,1,17.983,68.783,0,0
6.0008,17.077,53.438,-0.17091,0.012421,-1.9585e-21,1.9312e-19,47.476,-0.17091,17.077,53.438,0.02021,-0.01644,-6.2738e-21,1,18.085,68.885,0,0
6.0178,17.109,53.189,-0.16918,0.012508,7.0887e-23,-6.033e-20,47.232,-0.16918,17.109,53.189,0.020211,-0.016379,1.3179e-22,1,18.186,68.986,0,0
6.0347,17.142,52.94,-0.16746,0.012595,-4.2435e-22,-1.3404e-19,46.987,-0.16746,17.142,52.94,0.020211,-0.016319,-2.6361e-21,1,18.288,69.088,0,0
6.0517,17.174,52.691,-0.16574,0.012682,-4.5045e-22,-2.9977e-19,46.743,-0.16574,17.174,52.691,0.020212,-0.016259,-3.0244e-21,1,18.39,69.19,0,0
6.0686,17.206,52.442,-0.16401,0.012768,-3.8176e-21,-1.1867e-19,46.498,-0.16401,17.206,52.442,0.020212,-0.016199,6.4828e-21,1,18.491,69.291,0,0
6.0856,17.239,52.192,-0.16229,0.012855,-1.2612e-22,-1.5502e-20,46.253,-0.16229,17.239,52.192,0.020213,-0.016139,6.3119e-21,1,18.593,69.393,0,0
6.1026,17.271,51.943,-0.16056,0.012942,-2.041e-21,2.2439e-20,46.009,-0.16057,17.271,51.943,0.020214,-0.016079,6.2157e-22,1,18.694,69.494,0,0
6.1195,17.303,51.694,-0.15884,0.013029,-1.2504e-21,1.1564e-20,45.764,-0.15884,17.303,51.694,0.020214,-0.016019,-3.0261e-21,1,18.796,69.596,0,0
6.1365,17.335,51.445,-0.15712,0.013116,1.0359e-21,-2.8016e-20,45.519,-0.15712,17.335,51.445,0.020215,-0.015959,-4.4208e-22,1,18.898,69.698,0,0
6.1534,17.368,51.196,-0.15539,0.013202,-2.5296e-21,-7.2515e-20,45.275,-0.1554,17.368,51.196,0.020216,-0.015899,2.4135e-21,1,18.999,69.799,0,0
6.1704,17.4,50.947,-0.15367,0.013289,-1.7202e-21,-9.4509e-20,45.03,-0.15367,17.4,50.947,0.020216,-0.015839,-4.0455e-22,1,19.101,69.901,0,0
6.1874,17.432,50.698,-0.15195,0.013376,-6.009e-21,5.8757e-19,44.786,-0.15195,17.432,50.698,0.020217,-0.015779,5.5021e-21,1,19.202,70.002,0,0
6.2043,17.465,50.448,-0.15022,0.013463,-4.0694e-22,-3.4623e-19,44.541,-0.15023,17.465,50.448,0.020217,-0.015719,-2.5914e-21,1,19.304,70.104,0,0
6.2213,17.497,50.199,-0.1485,0.01355,1.3986e-21,-3.2746e-19,44.296,-0.1485,17.497,50.199,0.020218,-0.015659,6.3772e-21,1,19.406,70.206,0,0
6.2382,17.529,49.95,-0.14678,0.013637,5.2929e-22,-1.4053e-19,44.052,-0.14678,17.529,49.95,0.020219,-0.015599,6.3675e-21,1,19.507,70.307,0,0
6.2552,17.562,49.701,-0.14505,0.013723,1.4747e-22,2.5984e-19,43.807,-0.14506,17.562,49.701,0.020219,-0.015539,1.6717e-21,1,19.609,70.409,0,0
6.2721,17.594,49.452,-0.14333,0.01381,6.3434e-22,5.501e-20,43.563,-0.14333,17.594,49.452,0.02022,-0.015479,-3.4035e-21,1,19.71,70.51,0,0
6.2891,17.626,49.203,-0.14161,0.013897,2.9733e-21,-2.6912e-19,43.318,-0.14161,17.626,49.203,0.020221,-0.015419,2.2391e-21,1,19.812,70.612,0,0
6.3061,17.658,48.953,-0.13988,0.013984,-1.4187e-21,-6.3977e-21,43.073,-0.13988,17.658,48.953,0.020221,-0.015359,-4.1708e-21,1,19.914,70.714,0,0
6.323,17.691,48.704,-0.13816,0.014071,-2.0214e-22,3.4886e-20,42.829,-0.13816,17.691,48.704,0.020222,-0.015299,8.8209e-21,1,20.015,70.815,0,0
6.34,17.723,48.455,-0.13644,0.014157,-4.165e-21,3.5086e-19,42.584,-0.13644,17.723,48.455,0.020222,-0.015239,-1.8567e-21,1,20.117,70.917,0,0
6.3569,17.755,48.206,-0.13471,0.014244,2.0704e-22,-7.6873e-20,42.339,-0.13471,17.755,48.206,0.020223,-0.015179,2.0544e-21,1,20.218,71.018,0,0
6.3739,17.788,47.957,-0.13299,0.014331,-6.2069e-22,-2.312e-20,42.095,-0.13299,17.788,47.957,0.020224,-0.015119,6.8798e-21,1,20.32,71.12,0,0
6.4107,17.798,47.748,-0.13175,0.014301,9.8989e-23,2.2656e-19,41.904,-0.13175,17.798,47.748,0.020226,-0.015059,2.9393e-20,1,20.422,71.222,0,0
6.4475,17.808,47.54,-0.1305,0.014271,4.1872e-22,4.3552e-20,41.714,-0.1305,17.808,47.54,0.020229,-0.014999,5.3213e-20,1,20.523,71.323,0,0
6.4843,17.818,47.331,-0.12926,0.014242,1.6811e-21,7.4527e-20,41.523,-0.12926,17.818,47.331,0.020232,-0.014939,9.1118e-20,1,20.625,71.425,0,0
6.5211,17.828,47.122,-0.12801,0.014212,-3.1402e-22,8.5047e-20,41.332,-0.12802,17.828,47.122,0.020234,-0.014879,1.1881e-19,1,20.726,71.526,0,0
6.558,17.838,46.914,-0.12677,0.014182,1.532e-21,-3.2852e-20,41.142,-0.12677,17.838,46.914,0.020237,-0.014819,1.4809e-19,1,20.828,71.628,0,0
6.5948,17.849,46.705,-0.12553,0.014152,8.841e-22,9.9302e-20,40.951,-0.12553,17.849,46.705,0.02024,-0.014759,1.8103e-19,1,20.93,71.73,0,0
6.6316,17.859,46.496,-0.12428,0.014122,-4.2969e-22,-1.7487e-19,40.76,-0.12428,17.859,46.496,0.020243,-0.014699,2.0698e-19,1,21.031,71.831,0,0
6.6684,17.869,46.288,-0.12304,0.014093,1.4387e-21,4.872e-20,40.57,-0.12304,17.869,46.288,0.020245,-0.014639,2.3397e-19,1,21.133,71.933,0,0
6.7052,17.879,46.079,-0.12179,0.014063,2.8258e-21,-1.1968e-19,40.379,-0.1218,17.879,46.079,0.020248,-0.014579,2.6242e-19,1,21.234,72.034,0,0
6.742,17.889,45.871,-0.12055,0.014033,-4.576e-22,-3.6475e-20,40.188,-0.12055,17.889,45.871,0.020251,-0.014519,2.9358e-19,1,21.336,72.136,0,0
6.7788,17.899,45.662,-0.11931,0.014003,1.6944e-21,8.9961e-20,39.998,-0.11931,17.899,45.662,0.020253,-0.014459,3.2704e-19,1,21.438,72.238,0,0
6.8157,17.91,45.453,-0.11806,0.013973,6.462e-22,3.9576e-20,39.807,-0.11806,17.91,45.453,0.020256,-0.014399,3.5731e-19,1,21.539,72.339,0,0
6.8525,17.92,45.245,-0.11682,0.013944,-6.478e-23,1.4981e-19,39.616,-0.11682,17.92,45.245,0.020259,-0.014339,3.857e-19,1,21.641,72.441,0,0
6.8893,17.93,45.036,-0.11558,0.013914,2.1319e-21,-3.9439e-21,39.426,-0.11558,17.93,45.036,0.020262,-0.014279,4.1148e-19,1,21.742,72.542,0,0
6.9261,17.94,44.827,-0.11433,0.013884,1.963e-21,1.8391e-20,39.235,-0.11433,17.94,44.827,0.020264,-0.014219,4.451e-19,1,21.844,72.644,0,0
6.9629,17.95,44.619,-0.11309,0.013854,-2.751e-21,-1.1709e-19,39.044,-0.11309,17.95,44.619,0.020267,-0.014159,4.7658e-19,1,21.946,72.746,0,0
6.9997,17.96,44.41,-0.11184,0.013824,2.928e-21,-1.0635e-19,38.854,-0.11184,17.96,44.41,0.02027,-0.014099,5.0388e-19,1,22.047,72.847,0,0
7.0366,17.971,44.202,-0.1106,0.013795,1.2077e-21,-7.7279e-20,38.663,-0.1106,17.971,44.202,0.020272,-0.014038,5.3006e-19,1,22.149,72.949,0,0
7.0734,17.981,43.993,-0.10936,0.013765,-1.6855e-21,6.0861e-20,38.473,-0.10936,17.981,43.993,0.020275,-0.013978,5.6495e-19,1,22.25,73.05,0,0
7.1102,17.991,43.784,-0.10811,0.013735,2.4679e-21,4.8187e-20,38.282,-0.10811,17.991,43.784,0.020278,-0.013918,5.9638e-19,1,22.352,73.152,0,0
7.147,18.001,43.576,-0.10687,0.013705,1.0095e-21,-4.8176e-20,38.091,-0.10687,18.001,43.576,0.02028,-0.013858,6.2575e-19,1,22.454,73.254,0,0
7.1838,18.011,43.367,-0.10562,0.013675,1.9048e-21,5.7464e-20,37.901,-0.10562,18.011,43.367,0.020283,-0.013798,6.5277e-19,1,22.555,73.355,0,0
7.2206,18.021,43.158,-0.10438,0.013646,-1.8338e-21,2.7305e-19,37.71,-0.10438,18.021,43.158,0.020286,-0.013738,6.8055e-19,1,22.657,73.457,0,0
7.2575,18.031,42.95,-0.10314,0.013616,3.8046e-23,-2.236e-19,37.519,-0.10314,18.031,42.95,0.020289,-0.013678,7.1221e-19,1,22.758,73.558,0,0
7.2943,18.042,42.741,-0.10189,0.013586,-8.2027e-21,1.5936e-19,37.329,-0.10189,18.042,42.741,0.020291,-0.013618,7.5257e-19,1,22.86,73.66,0,0
7.3311,18.052,42.533,-0.10065,0.013556,-3.5308e-21,-2.4835e-20,37.138,-0.10065,18.052,42.533,0.020294,-0.013558,7.6418e-19,1,22.962,73.762,0,0
7.3679,18.062,42.324,-0.099404,0.013526,-1.8554e-22,-9.8923e-20,36.947,-0.099404,18.062,42.324,0.020297,-0.013498,7.9578e-19,1,23.063,73.863,0,0
7.4047,18.072,42.115,-0.09816,0.013497,-2.4326e-21,-9.1391e-20,36.757,-0.09816,18.072,42.115,0.020299,-0.013438,8.269e-19,1,23.165,73.965,0,0
7.4415,18.082,41.907,-0.096916,0.013467,-1.9891e-21,2.9524e-19,36.566,-0.096916,18.082,41.907,0.020302,-0.013378,8.6242e-19,1,23.266,74.066,0,0
7.4783,18.092,41.698,-0.095672,0.013437,-4.5689e-22,1.6746e-19,36.375,-0.095672,18.092,41.698,0.020305,-0.013318,8.9028e-19,1,23.368,74.168,0,0
7.5152,18.103,41.49,-0.094428,0.013407,8.3965e-22,9.7057e-20,36.185,-0.094428,18.103,41.49,0.020308,-0.013258,9.1874e-19,1,23.47,74.27,0,0
7.552,18.113,41.281,-0.093184,0.013378,8.5181e-22,-1.557e-19,35.994,-0.093184,18.113,41.281,0.02031,-0.013198,9.5271e-19,1,23.571,74.371,0,0
7.5888,18.123,41.072,-0.09194,0.013348,2.1931e-21,-1.2424e-19,35.803,-0.091941,18.123,41.072,0.020313,-0.013138,9.7678e-19,1,23.673,74.473,0,0
7.6256,18.133,40.864,-0.090696,0.013318,-7.2174e-22,6.3334e-20,35.613,-0.090697,18.133,40.864,0.020316,-0.013078,1.0094e-18,1,23.774,74.574,0,0
7.6624,18.143,40.655,-0.089452,0.013288,-3.0431e-21,-4.4799e-20,35.422,-0.089453,18.143,40.655,0.020318,-0.013018,1.0318e-18,1,23.876,74.676,0,0
7.6992,18.153,40.446,-0.088208,0.013258,-1.3474e-21,-8.5717e-20,35.231,-0.088209,18.153,40.446,0.020321,-0.012958,1.0726e-18,1,23.978,74.778,0,0
7.7361,18.164,40.238,-0.086964,0.013229,-4.1489e-22,3.401e-20,35.041,-0.086965,18.164,40.238,0.020324,-0.012898,1.0996e-18,1,24.079,74.879,0,0
7.7729,18.174,40.029,-0.085721,0.013199,-1.076e-22,-9.297e-20,34.85,-0.085721,18.174,40.029,0.020327,-0.012838,1.1291e-18,1,24.181,74.981,0,0
7.8097,18.184,39.821,-0.084477,0.013169,-3.0147e-21,-7.5411e-20,34.66,-0.084477,18.184,39.821,0.020329,-0.012778,1.1533e-18,1,24.282,75.082,0,0
7.8465,18.194,39.612,-0.083233,0.013139,2.5815e-21,1.2889e-20,34.469,-0.083233,18.194,39.612,0.020332,-0.012718,1.1853e-18,1,24.384,75.184,0,0
7.8833,18.204,39.403,-0.081989,0.013109,1.0903e-21,-5.3763e-20,34.278,-0.081989,18.204,39.403,0.020335,-0.012658,1.2165e-18,1,24.486,75.286,0,0
7.9201,18.214,39.195,-0.080745,0.01308,-4.1868e-21,-1.2008e-19,34.088,-0.080745,18.214,39.195,0.020337,-0.012598,1.2452e-18,1,24.587,75.387,0,0
7.9569,18.224,38.986,-0.079501,0.01305,-1.2222e-21,-2.9278e-20,33.897,-0.079501,18.224,38.986,0.02034,-0.012537,1.2729e-18,1,24.689,75.489,0,0
7.9938,18.235,38.777,-0.078257,0.01302,-1.4511e-21,-1.1097e-19,33.706,-0.078257,18.235,38.777,0.020343,-0.012477,1.3014e-18,1,24.79,75.59,0,0
8.0306,18.245,38.569,-0.077013,0.01299,-8.0961e-22,1.1431e-20,33.516,-0.077013,18.245,38.569,0.020345,-0.012417,1.3288e-18,1,24.892,75.692,0,0
8.0674,18.255,38.36,-0.075769,0.01296,-6.5311e-23,6.5471e-20,33.325,-0.075769,18.255,38.36,0.020348,-0.012357,1.367e-18,1,24.994,75.794,0,0
8.1042,18.265,38.152,-0.074525,0.012931,2.6316e-22,-5.7222e-20,33.134,-0.074525,18.265,38.152,0.020351,-0.012297,1.3938e-18,1,25.095,75.895,0,0
8.141,18.275,37.943,-0.073281,0.012901,1.5987e-21,2.4323e-20,32.944,-0.073281,18.275,37.943,0.020354,-0.012237,1.428e-18,1,25.197,75.997,0,0
8.1778,18.285,37.734,-0.072037,0.012871,6.9062e-22,7.9896e-20,32.753,-0.072037,18.285,37.734,0.020356,-0.012177,1.4485e-18,1,25.298,76.098,0,0
8.2146,18.296,37.526,-0.070793,0.012841,-5.5717e-22,-1.9459e-20,32.562,-0.070793,18.296,37.526,0.020359,-0.012117,1.4885e-18,1,25.4,76.2,0,0
8.2898,18.291,37.347,-0.069848,0.012735,-1.6679e-21,-2.0271e-20,32.413,-0.069848,18.291,37.347,0.020363,-0.012057,1.4522e-18,1,25.502,76.302,0,0
8.365,18.287,37.168,-0.068903,0.012628,1.9167e-21,-1.2927e-19,32.263,-0.068903,18.287,37.168,0.020367,-0.011997,1.4194e-18,1,25.603,76.403,0,0
8.4402,18.283,36.99,-0.067958,0.012521,1.5289e-21,8.4396e-21,32.113,-0.067958,18.283,36.99,0.020371,-0.011937,1.3948e-18,1,25.705,76.505,0,0
8.5154,18.278,36.811,-0.067013,0.012415,3.4472e-22,1.5283e-21,31.963,-0.067013,18.278,36.811,0.020375,-0.011877,1.3643e-18,1,25.806,76.606,0,0
8.5906,18.274,36.632,-0.066068,0.012308,-1.6751e-21,2.1029e-20,31.813,-0.066068,18.274,36.632,0.02038,-0.011817,1.3347e-18,1,25.908,76.708,0,0
8.6658,18.269,36.454,-0.065123,0.012202,-1.8031e-21,6.2591e-21,31.663,-0.065123,18.269,36.454,0.020384,-0.011757,1.3054e-18,1,26.01,76.81,0,0
8.741,18.265,36.275,-0.064178,0.012095,-5.2826e-22,7.0152e-21,31.514,-0.064178,18.265,36.275,0.020388,-0.011697,1.2715e-18,1,26.111,76.911,0,0
8.8162,18.261,36.096,-0.063233,0.011988,-3.3558e-21,8.3622e-20,31.364,-0.063233,18.261,36.096,0.020392,-0.011637,1.2433e-18,1,26.213,77.013,0,0
8.8914,18.256,35.918,-0.062288,0.011882,-1.2201e-21,1.9967e-21,31.214,-0.062288,18.256,35.918,0.020396,-0.011577,1.2116e-18,1,26.314,77.114,0,0
8.9666,18.252,35.739,-0.061343,0.011775,3.9758e-22,-5.8233e-20,31.064,-0.061343,18.252,35.739,0.0204,-0.011517,1.1817e-18,1,26.416,77.216,0,0
9.0418,18.248,35.56,-0.060398,0.011669,-1.045e-21,2.0907e-20,30.914,-0.060398,18.248,35.56,0.020404,-0.011456,1.1532e-18,1,26.518,77.318,0,0
9.117,18.243,35.382,-0.059452,0.011562,-9.9695e-22,3.0896e-20,30.764,-0.059452,18.243,35.382,0.020408,-0.011396,1.1299e-18,1,26.619,77.419,0,0
9.1922,18.239,35.203,-0.058507,0.011455,-1.4304e-21,1.0373e-20,30.615,-0.058507,18.239,35.203,0.020413,-0.011336,1.0928e-18,1,26.721,77.521,0,0
9.2674,18.235,35.024,-0.057562,0.011349,-3.7141e-22,-5.3159e-21,30.465,-0.057562,18.235,35.024,0.020417,-0.011276,1.0701e-18,1,26.822,77.622,0,0
9.3426,18.23,34.846,-0.056617,0.011242,-1.289e-21,-8.037e-22,30.315,-0.056617,18.23,34.846,0.020421,-0.011216,1.034e-18,1,26.924,77.724,0,0
9.4178,18.226,34.667,-0.055672,0.011136,-1.6605e-21,4.6395e-20,30.165,-0.055672,18.226,34.667,0.020425,-0.011156,1.0077e-18,1,27.026,77.826,0,0
9.493,18.222,34.488,-0.054727,0.011029,-1.7209e-22,-3.0625e-20,30.015,-0.054727,18.222,34.488,0.020429,-0.011096,9.709e-19,1,27.127,77.927,0,0
9.5682,18.217,34.31,-0.053782,0.010923,1.1637e-21,-1.8963e-20,29.865,-0.053782,18.217,34.31,0.020433,-0.011036,9.4427e-19,1,27.229,78.029,0,0
9.6434,18.213,34.131,-0.052837,0.010816,-8.7518e-22,4.3904e-20,29.716,-0.052837,18.213,34.131,0.020437,-0.010976,9.2125e-19,1,27.33,78.13,0,0
9.7186,18.209,33.952,-0.051892,0.010709,-1.3266e-22,3.9513e-20,29.566,-0.051892,18.209,33.952,0.020441,-0.010916,8.8852e-19,1,27.432,78.232,0,0
9.7938,18.204,33.774,-0.050947,0.010603,7.1382e-22,1.237e-20,29.416,-0.050947,18.204,33.774,0.020446,-0.010856,8.5988e-19,1,27.534,78.334,0,0
9.869,18.2,33.595,-0.050002,0.010496,2.0114e-21,7.3086e-21,29.266,-0.050002,18.2,33.595,0.02045,-0.010796,8.2882e-19,1,27.635,78.435,0,0
9.9442,18.195,33.417,-0.049057,0.01039,-2.0128e-21,6.3714e-20,29.116,-0.049057,18.195,33.417,0.020454,-0.010736,8.0567e-19,1,27.737,78.537,0,0
10.019,18.191,33.238,-0.048111,0.010283,3.9988e-22,-3.3628e-20,28.967,-0.048111,18.191,33.238,0.020458,-0.010676,7.6884e-19,1,27.838,78.638,0,0
10.095,18.187,33.059,-0.047166,0.010176,-4.204e-22,-2.6622e-20,28.817,-0.047166,18.187,33.059,0.020462,-0.010616,7.3886e-19,1,27.94,78.74,0,0
10.17,18.182,32.881,-0.046221,0.01007,-1.3494e-21,8.8956e-21,28.667,-0.046221,18.182,32.881,0.020466,-0.010555,7.1094e-19,1,28.042,78.842,0,0
10.245,18.178,32.702,-0.045276,0.0099632,-8.9902e-22,3.807e-20,28.517,-0.045276,18.178,32.702,0.02047,-0.010495,6.786e-19,1,28.143,78.943,0,0
10.32,18.174,32.523,-0.044331,0.0098566,-9.1139e-22,-1.4295e-20,28.367,-0.044331,18.174,32.523,0.020474,-0.010435,6.5231e-19,1,28.245,79.045,0,0
10.395,18.169,32.345,-0.043386,0.00975,2.1659e-22,-6.237e-21,28.217,-0.043386,18.169,32.345,0.020479,-0.010375,6.2897e-19,1,28.346,79.146,0,0
10.471,18.165,32.166,-0.042441,0.0096434,-9.0108e-23,-2.5873e-20,28.068,-0.042441,18.165,32.166,0.020483,-0.010315,5.9705e-19,1,28.448,79.248,0,0
10.546,18.161,31.987,-0.041496,0.0095368,-1.1483e-22,-2.5482e-20,27.918,-0.041496,18.161,31.987,0.020487,-0.010255,5.6873e-19,1,28.55,79.35,0,0
10.621,18.156,31.809,-0.040551,0.0094302,2.2126e-22,-2.4795e-20,27.768,-0.040551,18.156,31.809,0.020491,-0.010195,5.257e-19,1,28.651,79.451,0,0
10.696,18.152,31.63,-0.039606,0.0093236,2.0579e-22,1.0976e-20,27.618,-0.039606,18.152,31.63,0.020495,-0.010135,5.0048e-19,1,28.753,79.553,0,0
10.771,18.148,31.451,-0.038661,0.009217,2.8936e-23,8.5039e-21,27.468,-0.038661,18.148,31.451,0.020499,-0.010075,4.714e-19,1,28.854,79.654,0,0
10.847,18.143,31.273,-0.037716,0.0091104,-3.513e-22,-1.6832e-20,27.318,-0.037716,18.143,31.273,0.020503,-0.010015,4.4177e-19,1,28.956,79.756,0,0
10.922,18.139,31.094,-0.03677,0.0090038,-1.1168e-21,9.5517e-21,27.169,-0.03677,18.139,31.094,0.020507,-0.0099548,4.2123e-19,1,29.058,79.858,0,0
10.997,18.135,30.915,-0.035825,0.0088972,-3.6839e-21,7.7694e-20,27.019,-0.035825,18.134,30.915,0.020512,-0.0098948,3.9281e-19,1,29.159,79.959,0,0
11.072,18.13,30.737,-0.03488,0.0087906,-8.6796e-22,4.7713e-20,26.869,-0.03488,18.13,30.737,0.020516,-0.0098347,3.5518e-19,1,29.261,80.061,0,0
11.147,18.126,30.558,-0.033935,0.008684,1.7029e-22,5.1074e-20,26.719,-0.033935,18.126,30.558,0.02052,-0.0097746,3.2397e-19,1,29.362,80.162,0,0
11.223,18.121,30.379,-0.03299,0.0085774,-5.3393e-23,-5.1513e-20,26.569,-0.03299,18.121,30.379,0.020524,-0.0097146,2.9786e-19,1,29.464,80.264,0,0
11.298,18.117,30.201,-0.032045,0.0084708,-9.7013e-22,3.4635e-20,26.419,-0.032045,18.117,30.201,0.020528,-0.0096545,2.654e-19,1,29.566,80.366,0,0
