"ERROR","S:0","S:1","S:2","S:3","S:4","S:5","S_Mises","S_Principal:0","S_Principal:1","S_Principal:2","U:0","U:1","U:2","vtkValidPointMask","arc_length","Points:0","Points:1","Points:2"
0.88282,17.873,62.89,0.34383,0.019054,2.1031e-11,-1.7137e-11,55.885,0.34383,17.873,62.89,0.020478,-0.018775,-7.0269e-13,1,14.834,65.634,0,0
0.88268,17.944,62.612,0.35594,0.019271,2.0753e-11,-1.7147e-11,55.591,0.35594,17.944,62.612,0.020477,-0.018714,-7.0297e-13,1,14.935,65.735,0,0
0.88253,18.016,62.336,0.36875,0.019482,2.0476e-11,-1.7157e-11,55.299,0.36875,18.016,62.336,0.020477,-0.018654,-7.0326e-13,1,15.037,65.837,0,0
0.88238,18.089,62.062,0.38226,0.019689,2.0198e-11,-1.7167e-11,55.008,0.38226,18.089,62.062,0.020476,-0.018593,-7.0354e-13,1,15.138,65.938,0,0
0.88224,18.162,61.788,0.39646,0.019852,1.9931e-11,-1.7177e-11,54.716,0.39646,18.162,61.788,0.020476,-0.018531,-7.0383e-13,1,15.24,66.04,0,0
0.88295,18.17,61.49,0.38253,0.020053,2.3763e-11,-1.72e-11,54.438,0.38253,18.17,61.49,0.020476,-0.01847,-7.041e-13,1,15.342,66.142,0,0
0.88366,18.178,61.193,0.36906,0.020251,2.7435e-11,-1.7223e-11,54.161,0.36906,18.178,61.193,0.020476,-0.018409,-7.0438e-13,1,15.443,66.243,0,0
0.88437,18.187,60.898,0.35608,0.020446,3.0948e-11,-1.7247e-11,53.885,0.35608,18.187,60.898,0.020476,-0.018348,-7.0465e-13,1,15.545,66.345,0,0
0.88508,18.197,60.604,0.34357,0.020638,3.43e-11,-1.727e-11,53.61,0.34357,18.197,60.604,0.020475,-0.018287,-7.0493e-13,1,15.646,66.446,0,0
0.88579,18.207,60.312,0.33154,0.020827,3.7492e-11,-1.7293e-11,53.337,0.33154,18.207,60.312,0.020475,-0.018226,-7.052e-13,1,15.748,66.548,0,0
0.8865,18.218,60.021,0.31998,0.021013,4.0524e-11,-1.7317e-11,53.064,0.31998,18.218,60.021,0.020475,-0.018165,-7.0548e-13,1,15.85,66.65,0,0
0.88721,18.229,59.732,0.3089,0.021196,4.3396e-11,-1.734e-11,52.793,0.3089,18.229,59.732,0.020475,-0.018104,-7.0575e-13,1,15.951,66.751,0,0
0.88792,18.241,59.444,0.2983,0.021377,4.6109e-11,-1.7363e-11,52.523,0.2983,18.241,59.444,0.020476,-0.018043,-7.0603e-13,1,16.053,66.853,0,0
0.88863,18.254,59.157,0.28817,0.021554,4.8661e-11,-1.7387e-11,52.254,0.28817,18.254,59.157,0.020476,-0.017982,-7.063e-13,1,16.154,66.954,0,0
0.88934,18.267,58.872,0.27852,0.021729,5.1054e-11,-1.741e-11,51.986,0.27852,18.267,58.872,0.020476,-0.017921,-7.0658e-13,1,16.256,67.056,0,0
0.89005,18.281,58.589,0.26934,0.0219,5.3286e-11,-1.7433e-11,51.719,0.26934,18.281,58.589,0.020476,-0.01786,-7.0685e-13,1,16.358,67.158,0,0
0.89076,18.296,58.307,0.26064,0.022069,5.5359e-11,-1.7456e-11,51.454,0.26064,18.296,58.307,0.020477,-0.017799,-7.0713e-13,1,16.459,67.259,0,0
0.89147,18.311,58.026,0.25242,0.022235,5.7271e-11,-1.748e-11,51.189,0.25242,18.311,58.026,0.020477,-0.017738,-7.074e-13,1,16.561,67.361,0,0
0.89218,18.327,57.747,0.24467,0.022398,5.9024e-11,-1.7503e-11,50.926,0.24467,18.327,57.747,0.020477,-0.017678,-7.0767e-13,1,16.662,67.462,0,0
0.89289,18.343,57.469,0.2374,0.022558,6.0617e-11,-1.7526e-11,50.664,0.2374,18.343,57.469,0.020478,-0.017617,-7.0795e-13,1,16.764,67.564,0,0
0.8936,18.36,57.193,0.23061,0.022715,6.2049e-11,-1.755e-11,50.403,0.23061,18.36,57.193,0.020478,-0.017556,-7.0822e-13,1,16.866,67.666,0,0
0.89431,18.378,56.919,0.22429,0.022869,6.3322e-11,-1.7573e-11,50.144,0.22429,18.378,56.919,0.020479,-0.017495,-7.085e-13,1,16.967,67.767,0,0
0.89502,18.396,56.645,0.21845,0.02302,6.4435e-11,-1.7596e-11,49.885,0.21845,18.396,56.645,0.020479,-0.017434,-7.0877e-13,1,17.069,67.869,0,0
0.89573,18.415,56.374,0.21308,0.023168,6.5388e-11,-1.762e-11,49.628,0.21308,18.415,56.374,0.02048,-0.017373,-7.0905e-13,1,17.17,67.97,0,0
0.89644,18.434,56.103,0.20819,0.023314,6.6181e-11,-1.7643e-11,49.372,0.20819,18.434,56.103,0.020481,-0.017312,-7.0932e-13,1,17.272,68.072,0,0
0.89715,18.454,55.835,0.20378,0.023456,6.6814e-11,-1.7666e-11,49.117,0.20378,18.454,55.835,0.020482,-0.017251,-7.096e-13,1,17.374,68.174,0,0
0.89786,18.475,55.567,0.19984,0.023596,6.7287e-11,-1.769e-11,48.863,0.19984,18.475,55.567,0.020482,-0.01719,-7.0987e-13,1,17.475,68.275,0,0
0.89857,18.497,55.301,0.19638,0.023732,6.76e-11,-1.7713e-11,48.61,0.19638,18.497,55.301,0.020483,-0.017129,-7.1015e-13,1,17.577,68.377,0,0
0.89928,18.519,55.037,0.1934,0.023866,6.7753e-11,-1.7736e-11,48.359,0.1934,18.519,55.037,0.020484,-0.017068,-7.1042e-13,1,17.678,68.478,0,0
0.89999,18.541,54.774,0.19089,0.023997,6.7746e-11,-1.7759e-11,48.109,0.19089,18.541,54.774,0.020485,-0.017007,-7.107e-13,1,17.78,68.58,0,0
0.9007,18.564,54.513,0.18886,0.024125,6.7579e-11,-1.7783e-11,47.86,0.18886,18.564,54.513,0.020486,-0.016946,-7.1097e-13,1,17.882,68.682,0,0
0.90141,18.588,54.253,0.1873,0.02425,6.7253e-11,-1.7806e-11,47.612,0.1873,18.588,54.253,0.020487,-0.016885,-7.1125e-13,1,17.983,68.783,0,0
0.90212,18.613,53.994,0.18623,0.024372,6.6766e-11,-1.7829e-11,47.365,0.18623,18.613,53.994,0.020488,-0.016824,-7.1152e-13,1,18.085,68.885,0,0
0.90283,18.638,53.737,0.18562,0.024491,6.6119e-11,-1.7853e-11,47.119,0.18562,18.638,53.737,0.020489,-0.016763,-7.118e-13,1,18.186,68.986,0,0
0.90354,18.663,53.482,0.1855,0.024607,6.5313e-11,-1.7876e-11,46.875,0.1855,18.663,53.482,0.020491,-0.016702,-7.1207e-13,1,18.288,69.088,0,0
0.90425,18.69,53.228,0.18584,0.024721,6.4346e-11,-1.7899e-11,46.631,0.18584,18.69,53.228,0.020492,-0.016641,-7.1235e-13,1,18.39,69.19,0,0
0.90496,18.717,52.975,0.18667,0.024831,6.322e-11,-1.7923e-11,46.389,0.18667,18.717,52.975,0.020493,-0.01658,-7.1262e-13,1,18.491,69.291,0,0
0.90567,18.744,52.724,0.18797,0.024939,6.1933e-11,-1.7946e-11,46.148,0.18797,18.744,52.724,0.020495,-0.016519,-7.1289e-13,1,18.593,69.393,0,0
0.90638,18.773,52.474,0.18975,0.025043,6.0487e-11,-1.7969e-11,45.908,0.18975,18.773,52.474,0.020496,-0.016458,-7.1317e-13,1,18.694,69.494,0,0
0.90709,18.801,52.226,0.192,0.025145,5.888e-11,-1.7993e-11,45.67,0.192,18.801,52.226,0.020498,-0.016397,-7.1344e-13,1,18.796,69.596,0,0
0.9078,18.831,51.979,0.19474,0.025244,5.7114e-11,-1.8016e-11,45.432,0.19474,18.831,51.979,0.020499,-0.016336,-7.1372e-13,1,18.898,69.698,0,0
0.90851,18.861,51.734,0.19794,0.02534,5.5188e-11,-1.8039e-11,45.196,0.19794,18.861,51.734,0.020501,-0.016275,-7.1399e-13,1,18.999,69.799,0,0
0.90922,18.892,51.49,0.20163,0.025433,5.3102e-11,-1.8062e-11,44.961,0.20163,18.892,51.49,0.020502,-0.016214,-7.1427e-13,1,19.101,69.901,0,0
0.90993,18.923,51.248,0.20578,0.025523,5.0855e-11,-1.8086e-11,44.727,0.20578,18.923,51.248,0.020504,-0.016153,-7.1454e-13,1,19.202,70.002,0,0
0.91064,18.955,51.007,0.21042,0.02561,4.8449e-11,-1.8109e-11,44.494,0.21042,18.955,51.007,0.020506,-0.016092,-7.1482e-13,1,19.304,70.104,0,0
0.91135,18.987,50.768,0.21553,0.025694,4.5883e-11,-1.8132e-11,44.263,0.21553,18.987,50.768,0.020507,-0.016031,-7.1509e-13,1,19.406,70.206,0,0
0.91206,19.02,50.53,0.22112,0.025775,4.3157e-11,-1.8156e-11,44.032,0.22112,19.02,50.53,0.020509,-0.01597,-7.1537e-13,1,19.507,70.307,0,0
0.91277,19.054,50.293,0.22718,0.025854,4.0271e-11,-1.8179e-11,43.803,0.22718,19.054,50.293,0.020511,-0.015909,-7.1564e-13,1,19.609,70.409,0,0
0.91348,19.089,50.058,0.23372,0.025929,3.7225e-11,-1.8202e-11,43.575,0.23372,19.089,50.058,0.020513,-0.015848,-7.1592e-13,1,19.71,70.51,0,0
0.91419,19.124,49.825,0.24074,0.026002,3.4019e-11,-1.8226e-11,43.348,0.24074,19.124,49.825,0.020515,-0.015787,-7.1619e-13,1,19.812,70.612,0,0
0.9149,19.159,49.593,0.24823,0.026072,3.0654e-11,-1.8249e-11,43.122,0.24823,19.159,49.593,0.020517,-0.015726,-7.1647e-13,1,19.914,70.714,0,0
0.91561,19.196,49.362,0.2562,0.026138,2.7128e-11,-1.8272e-11,42.897,0.2562,19.196,49.362,0.020519,-0.015665,-7.1674e-13,1,20.015,70.815,0,0
0.91632,19.233,49.133,0.26465,0.026202,2.3442e-11,-1.8296e-11,42.674,0.26465,19.233,49.133,0.020521,-0.015604,-7.1702e-13,1,20.117,70.917,0,0
0.91703,19.27,48.905,0.27357,0.026263,1.9596e-11,-1.8319e-11,42.452,0.27357,19.27,48.905,0.020524,-0.015543,-7.1729e-13,1,20.218,71.018,0,0
0.91775,19.308,48.678,0.28296,0.026306,1.5591e-11,-1.8342e-11,42.229,0.28296,19.308,48.678,0.020526,-0.015481,-7.1757e-13,1,20.32,71.12,0,0
0.91946,19.302,48.434,0.27328,0.026294,1.9293e-11,-1.8166e-11,42.013,0.27328,19.302,48.434,0.020528,-0.01542,-7.1783e-13,1,20.422,71.222,0,0
0.92117,19.296,48.191,0.26392,0.026281,2.2834e-11,-1.7991e-11,41.797,0.26392,19.295,48.191,0.02053,-0.015359,-7.1809e-13,1,20.523,71.323,0,0
0.92287,19.29,47.95,0.25489,0.026267,2.6215e-11,-1.7816e-11,41.583,0.25489,19.29,47.95,0.020533,-0.015298,-7.1835e-13,1,20.625,71.425,0,0
0.92458,19.284,47.709,0.24618,0.026251,2.9437e-11,-1.7641e-11,41.369,0.24618,19.284,47.709,0.020535,-0.015237,-7.1861e-13,1,20.726,71.526,0,0
0.92629,19.28,47.469,0.2378,0.026235,3.2498e-11,-1.7465e-11,41.157,0.2378,19.28,47.469,0.020537,-0.015176,-7.1887e-13,1,20.828,71.628,0,0
0.928,19.275,47.231,0.22974,0.026217,3.54e-11,-1.729e-11,40.945,0.22974,19.275,47.231,0.02054,-0.015115,-7.1913e-13,1,20.93,71.73,0,0
0.92971,19.271,46.993,0.22201,0.026198,3.8142e-11,-1.7115e-11,40.734,0.22201,19.271,46.993,0.020542,-0.015054,-7.1939e-13,1,21.031,71.831,0,0
0.93141,19.268,46.757,0.21461,0.026178,4.0723e-11,-1.694e-11,40.524,0.21461,19.268,46.757,0.020545,-0.014993,-7.1966e-13,1,21.133,71.933,0,0
0.93312,19.265,46.521,0.20752,0.026157,4.3145e-11,-1.6765e-11,40.316,0.20752,19.264,46.521,0.020547,-0.014932,-7.1992e-13,1,21.234,72.034,0,0
0.93483,19.262,46.287,0.20077,0.026135,4.5407e-11,-1.6589e-11,40.108,0.20077,19.262,46.287,0.02055,-0.014871,-7.2018e-13,1,21.336,72.136,0,0
0.93654,19.26,46.054,0.19434,0.026111,4.7509e-11,-1.6414e-11,39.9,0.19434,19.26,46.054,0.020552,-0.01481,-7.2044e-13,1,21.438,72.238,0,0
0.93824,19.258,45.821,0.18823,0.026087,4.9451e-11,-1.6239e-11,39.694,0.18823,19.258,45.822,0.020555,-0.014749,-7.207e-13,1,21.539,72.339,0,0
0.93995,19.256,45.59,0.18245,0.026061,5.1233e-11,-1.6064e-11,39.489,0.18245,19.256,45.59,0.020557,-0.014688,-7.2096e-13,1,21.641,72.441,0,0
0.94166,19.255,45.36,0.17699,0.026034,5.2855e-11,-1.5888e-11,39.285,0.17699,19.255,45.36,0.02056,-0.014627,-7.2122e-13,1,21.742,72.542,0,0
0.94337,19.255,45.131,0.17186,0.026006,5.4317e-11,-1.5713e-11,39.081,0.17186,19.255,45.131,0.020563,-0.014566,-7.2148e-13,1,21.844,72.644,0,0
0.94508,19.255,44.903,0.16705,0.025976,5.5619e-11,-1.5538e-11,38.879,0.16705,19.255,44.903,0.020566,-0.014505,-7.2175e-13,1,21.946,72.746,0,0
0.94678,19.255,44.676,0.16257,0.025946,5.6761e-11,-1.5363e-11,38.677,0.16257,19.255,44.676,0.020568,-0.014444,-7.2201e-13,1,22.047,72.847,0,0
0.94849,19.256,44.45,0.15842,0.025914,5.7744e-11,-1.5188e-11,38.477,0.15842,19.256,44.45,0.020571,-0.014383,-7.2227e-13,1,22.149,72.949,0,0
0.9502,19.257,44.225,0.15458,0.025882,5.8566e-11,-1.5012e-11,38.277,0.15458,19.257,44.225,0.020574,-0.014322,-7.2253e-13,1,22.25,73.05,0,0
0.95191,19.259,44.001,0.15108,0.025848,5.9228e-11,-1.4837e-11,38.078,0.15108,19.259,44.001,0.020577,-0.014261,-7.2279e-13,1,22.352,73.152,0,0
0.95361,19.261,43.778,0.14789,0.025813,5.9731e-11,-1.4662e-11,37.88,0.14789,19.261,43.778,0.02058,-0.0142,-7.2305e-13,1,22.454,73.254,0,0
0.95532,19.263,43.556,0.14504,0.025777,6.0073e-11,-1.4487e-11,37.683,0.14504,19.263,43.556,0.020583,-0.014139,-7.2331e-13,1,22.555,73.355,0,0
0.95703,19.266,43.336,0.14251,0.025739,6.0256e-11,-1.4312e-11,37.487,0.14251,19.266,43.336,0.020586,-0.014078,-7.2357e-13,1,22.657,73.457,0,0
0.95874,19.27,43.116,0.1403,0.025701,6.0278e-11,-1.4136e-11,37.292,0.1403,19.27,43.116,0.020589,-0.014017,-7.2383e-13,1,22.758,73.558,0,0
0.96044,19.273,42.897,0.13842,0.025661,6.0141e-11,-1.3961e-11,37.098,0.13842,19.273,42.897,0.020592,-0.013956,-7.241e-13,1,22.86,73.66,0,0
0.96215,19.278,42.68,0.13686,0.02562,5.9843e-11,-1.3786e-11,36.905,0.13686,19.278,42.68,0.020595,-0.013895,-7.2436e-13,1,22.962,73.762,0,0
0.96386,19.282,42.463,0.13563,0.025578,5.9386e-11,-1.3611e-11,36.713,0.13563,19.282,42.463,0.020598,-0.013834,-7.2462e-13,1,23.063,73.863,0,0
0.96557,19.287,42.248,0.13472,0.025535,5.8769e-11,-1.3436e-11,36.521,0.13472,19.287,42.248,0.020601,-0.013773,-7.2488e-13,1,23.165,73.965,0,0
0.96728,19.293,42.033,0.13414,0.025491,5.7992e-11,-1.326e-11,36.331,0.13414,19.293,42.033,0.020604,-0.013712,-7.2514e-13,1,23.266,74.066,0,0
0.96898,19.299,41.82,0.13388,0.025445,5.7054e-11,-1.3085e-11,36.141,0.13388,19.299,41.82,0.020608,-0.013651,-7.254e-13,1,23.368,74.168,0,0
0.97069,19.305,41.607,0.13395,0.025398,5.5957e-11,-1.291e-11,35.953,0.13395,19.305,41.607,0.020611,-0.01359,-7.2566e-13,1,23.47,74.27,0,0
0.9724,19.312,41.396,0.13434,0.025351,5.47e-11,-1.2735e-11,35.765,0.13434,19.312,41.396,0.020614,-0.013529,-7.2592e-13,1,23.571,74.371,0,0
0.97411,19.319,41.186,0.13506,0.025302,5.3283e-11,-1.256e-11,35.578,0.13506,19.319,41.186,0.020618,-0.013468,-7.2619e-13,1,23.673,74.473,0,0
0.97581,19.327,40.976,0.1361,0.025252,5.1706e-11,-1.2384e-11,35.392,0.1361,19.327,40.976,0.020621,-0.013407,-7.2645e-13,1,23.774,74.574,0,0
0.97752,19.335,40.768,0.13747,0.0252,4.9969e-11,-1.2209e-11,35.207,0.13747,19.335,40.768,0.020624,-0.013346,-7.2671e-13,1,23.876,74.676,0,0
0.97923,19.344,40.561,0.13917,0.025148,4.8072e-11,-1.2034e-11,35.023,0.13917,19.344,40.561,0.020628,-0.013285,-7.2697e-13,1,23.978,74.778,0,0
0.98094,19.353,40.355,0.14118,0.025094,4.6016e-11,-1.1859e-11,34.84,0.14118,19.353,40.355,0.020631,-0.013224,-7.2723e-13,1,24.079,74.879,0,0
0.98264,19.362,40.15,0.14353,0.02504,4.3799e-11,-1.1684e-11,34.658,0.14353,19.362,40.15,0.020635,-0.013163,-7.2749e-13,1,24.181,74.981,0,0
0.98435,19.372,39.946,0.14619,0.024984,4.1422e-11,-1.1508e-11,34.477,0.14619,19.372,39.946,0.020638,-0.013102,-7.2775e-13,1,24.282,75.082,0,0
0.98606,19.382,39.743,0.14919,0.024927,3.8885e-11,-1.1333e-11,34.297,0.14919,19.382,39.743,0.020642,-0.013041,-7.2801e-13,1,24.384,75.184,0,0
0.98777,19.393,39.541,0.1525,0.024868,3.6189e-11,-1.1158e-11,34.117,0.1525,19.393,39.541,0.020646,-0.01298,-7.2828e-13,1,24.486,75.286,0,0
0.98947,19.404,39.34,0.15615,0.024809,3.3332e-11,-1.0983e-11,33.939,0.15615,19.404,39.34,0.020649,-0.012919,-7.2854e-13,1,24.587,75.387,0,0
0.99118,19.416,39.14,0.16011,0.024749,3.0316e-11,-1.0808e-11,33.761,0.16011,19.416,39.14,0.020653,-0.012858,-7.288e-13,1,24.689,75.489,0,0
0.99289,19.428,38.942,0.16441,0.024687,2.7139e-11,-1.0633e-11,33.585,0.16441,19.428,38.942,0.020657,-0.012797,-7.2906e-13,1,24.79,75.59,0,0
0.9946,19.44,38.744,0.16903,0.024624,2.3803e-11,-1.0457e-11,33.409,0.16903,19.44,38.744,0.02066,-0.012736,-7.2932e-13,1,24.892,75.692,0,0
0.9963,19.453,38.547,0.17397,0.02456,2.0306e-11,-1.0282e-11,33.234,0.17397,19.453,38.547,0.020664,-0.012675,-7.2958e-13,1,24.994,75.794,0,0
0.99801,19.467,38.351,0.17924,0.024495,1.665e-11,-1.0107e-11,33.06,0.17924,19.467,38.352,0.020668,-0.012614,-7.2984e-13,1,25.095,75.895,0,0
0.99972,19.48,38.157,0.18483,0.024429,1.2834e-11,-9.9318e-12,32.887,0.18483,19.48,38.157,0.020672,-0.012553,-7.301e-13,1,25.197,75.997,0,0
1.0014,19.495,37.963,0.19075,0.024361,8.8576e-12,-9.7566e-12,32.715,0.19075,19.495,37.963,0.020676,-0.012492,-7.3036e-13,1,25.298,76.098,0,0
1.0032,19.509,37.77,0.19698,0.024292,4.7083e-12,-9.58e-12,32.543,0.19698,19.509,37.77,0.02068,-0.01243,-7.3063e-13,1,25.4,76.2,0,0
1.0074,19.493,37.565,0.1901,0.024145,4.646e-12,-9.3447e-12,32.373,0.1901,19.493,37.565,0.020684,-0.012369,-7.3088e-13,1,25.502,76.302,0,0
1.0116,19.477,37.361,0.18345,0.023998,4.5837e-12,-9.1094e-12,32.204,0.18345,19.477,37.361,0.020688,-0.012308,-7.3113e-13,1,25.603,76.403,0,0
1.0159,19.462,37.158,0.17703,0.02385,4.5214e-12,-8.8741e-12,32.035,0.17703,19.462,37.158,0.020691,-0.012247,-7.3137e-13,1,25.705,76.505,0,0
1.0201,19.447,36.956,0.17084,0.023704,4.4591e-12,-8.6387e-12,31.867,0.17084,19.447,36.956,0.020695,-0.012186,-7.3162e-13,1,25.806,76.606,0,0
1.0243,19.432,36.755,0.16487,0.023557,4.3968e-12,-8.4034e-12,31.7,0.16487,19.432,36.755,0.020699,-0.012125,-7.3187e-13,1,25.908,76.708,0,0
1.0286,19.417,36.554,0.15913,0.02341,4.3344e-12,-8.1681e-12,31.534,0.15913,19.417,36.554,0.020704,-0.012064,-7.3212e-13,1,26.01,76.81,0,0
1.0328,19.403,36.354,0.15362,0.023263,4.2721e-12,-7.9328e-12,31.369,0.15362,19.403,36.354,0.020708,-0.012003,-7.3237e-13,1,26.111,76.911,0,0
1.0371,19.389,36.155,0.14834,0.023117,4.2098e-12,-7.6974e-12,31.204,0.14834,19.389,36.155,0.020712,-0.011942,-7.3262e-13,1,26.213,77.013,0,0
1.0413,19.376,35.957,0.14328,0.022971,4.1475e-12,-7.4621e-12,31.041,0.14328,19.376,35.957,0.020716,-0.011881,-7.3287e-13,1,26.314,77.114,0,0
1.0455,19.362,35.759,0.13845,0.022825,4.0852e-12,-7.2268e-12,30.878,0.13845,19.362,35.759,0.02072,-0.01182,-7.3312e-13,1,26.416,77.216,0,0
1.0498,19.349,35.562,0.13385,0.022679,4.0228e-12,-6.9915e-12,30.715,0.13385,19.349,35.562,0.020724,-0.011759,-7.3337e-13,1,26.518,77.318,0,0
1.054,19.337,35.366,0.12947,0.022533,3.9605e-12,-6.7562e-12,30.554,0.12947,19.337,35.366,0.020728,-0.011698,-7.3362e-13,1,26.619,77.419,0,0
1.0583,19.324,35.171,0.12532,0.022387,3.8982e-12,-6.5209e-12,30.393,0.12532,19.324,35.171,0.020732,-0.011637,-7.3387e-13,1,26.721,77.521,0,0
1.0625,19.312,34.976,0.1214,0.022241,3.8359e-12,-6.2856e-12,30.234,0.1214,19.312,34.976,0.020737,-0.011576,-7.3412e-13,1,26.822,77.622,0,0
1.0667,19.3,34.782,0.11771,0.022096,3.7735e-12,-6.0502e-12,30.075,0.11771,19.3,34.782,0.020741,-0.011515,-7.3437e-13,1,26.924,77.724,0,0
1.071,19.289,34.589,0.11424,0.02195,3.7112e-12,-5.8149e-12,29.916,0.11424,19.289,34.589,0.020745,-0.011454,-7.3462e-13,1,27.026,77.826,0,0
1.0752,19.278,34.397,0.111,0.021805,3.6489e-12,-5.5796e-12,29.759,0.111,19.278,34.397,0.020749,-0.011393,-7.3487e-13,1,27.127,77.927,0,0
1.0795,19.267,34.205,0.10799,0.02166,3.5865e-12,-5.3443e-12,29.602,0.10799,19.267,34.205,0.020754,-0.011332,-7.3512e-13,1,27.229,78.029,0,0
1.0837,19.257,34.015,0.1052,0.021515,3.5242e-12,-5.109e-12,29.447,0.1052,19.257,34.015,0.020758,-0.011271,-7.3537e-13,1,27.33,78.13,0,0
1.0879,19.246,33.825,0.10264,0.02137,3.4619e-12,-4.8737e-12,29.292,0.10264,19.246,33.825,0.020763,-0.01121,-7.3562e-13,1,27.432,78.232,0,0
1.0922,19.237,33.635,0.10031,0.021225,3.3995e-12,-4.6384e-12,29.137,0.10031,19.237,33.635,0.020767,-0.011149,-7.3587e-13,1,27.534,78.334,0,0
1.0964,19.227,33.447,0.09821,0.021081,3.3372e-12,-4.4031e-12,28.984,0.09821,19.227,33.447,0.020771,-0.011088,-7.3611e-13,1,27.635,78.435,0,0
1.1006,19.218,33.259,0.096334,0.020936,3.2748e-12,-4.1678e-12,28.831,0.096334,19.218,33.259,0.020776,-0.011027,-7.3636e-13,1,27.737,78.537,0,0
1.1049,19.209,33.072,0.094686,0.020792,3.2125e-12,-3.9325e-12,28.679,0.094686,19.209,33.072,0.02078,-0.010966,-7.3661e-13,1,27.838,78.638,0,0
1.1091,19.2,32.886,0.093264,0.020647,3.1502e-12,-3.6972e-12,28.528,0.093264,19.2,32.886,0.020785,-0.010905,-7.3686e-13,1,27.94,78.74,0,0
1.1134,19.192,32.701,0.09207,0.020503,3.0878e-12,-3.4619e-12,28.378,0.09207,19.192,32.701,0.020789,-0.010844,-7.3711e-13,1,28.042,78.842,0,0
1.1176,19.184,32.516,0.091103,0.020359,3.0255e-12,-3.2266e-12,28.229,0.091103,19.184,32.516,0.020794,-0.010783,-7.3736e-13,1,28.143,78.943,0,0
1.1218,19.176,32.332,0.090364,0.020215,2.9631e-12,-2.9912e-12,28.08,0.090364,19.176,32.332,0.020798,-0.010721,-7.3761e-13,1,28.245,79.045,0,0
1.1261,19.169,32.149,0.089851,0.020072,2.9008e-12,-2.7559e-12,27.932,0.089851,19.169,32.149,0.020803,-0.01066,-7.3786e-13,1,28.346,79.146,0,0
1.1303,19.162,31.967,0.089566,0.019928,2.8384e-12,-2.5206e-12,27.785,0.089566,19.162,31.967,0.020808,-0.010599,-7.3811e-13,1,28.448,79.248,0,0
1.1346,19.155,31.785,0.089509,0.019785,2.7761e-12,-2.2853e-12,27.639,0.089509,19.155,31.785,0.020812,-0.010538,-7.3836e-13,1,28.55,79.35,0,0
1.1388,19.149,31.604,0.089678,0.019641,2.7137e-12,-2.05e-12,27.494,0.089678,19.149,31.604,0.020817,-0.010477,-7.3861e-13,1,28.651,79.451,0,0
1.143,19.142,31.424,0.090075,0.019498,2.6514e-12,-1.8147e-12,27.349,0.090075,19.142,31.424,0.020822,-0.010416,-7.3886e-13,1,28.753,79.553,0,0
1.1473,19.137,31.245,0.090699,0.019355,2.589e-12,-1.5794e-12,27.205,0.090699,19.137,31.245,0.020826,-0.010355,-7.3911e-13,1,28.854,79.654,0,0
1.1515,19.131,31.066,0.09155,0.019212,2.5267e-12,-1.3442e-12,27.062,0.09155,19.131,31.066,0.020831,-0.010294,-7.3936e-13,1,28.956,79.756,0,0
1.1557,19.126,30.889,0.092629,0.019069,2.4643e-12,-1.1089e-12,26.92,0.092629,19.126,30.889,0.020836,-0.010233,-7.3961e-13,1,29.058,79.858,0,0
1.16,19.121,30.712,0.093934,0.018927,2.402e-12,-8.7357e-13,26.778,0.093934,19.121,30.712,0.02084,-0.010172,-7.3986e-13,1,29.159,79.959,0,0
1.1642,19.116,30.535,0.095468,0.018784,2.3396e-12,-6.3827e-13,26.638,0.095468,19.116,30.535,0.020845,-0.010111,-7.4011e-13,1,29.261,80.061,0,0
1.1685,19.112,30.36,0.097228,0.018642,2.2772e-12,-4.0297e-13,26.498,0.097228,19.112,30.36,0.02085,-0.01005,-7.4036e-13,1,29.362,80.162,0,0
1.1727,19.108,30.185,0.099215,0.018499,2.2149e-12,-1.6768e-13,26.359,0.099215,19.108,30.185,0.020855,-0.0099891,-7.406e-13,1,29.464,80.264,0,0
1.1769,19.105,30.011,0.10143,0.018357,2.1525e-12,6.7616e-14,26.22,0.10143,19.105,30.011,0.02086,-0.009928,-7.4085e-13,1,29.566,80.366,0,0
1.1812,19.101,29.838,0.10387,0.018215,2.0902e-12,3.0291e-13,26.083,0.10387,19.101,29.838,0.020865,-0.009867,-7.411e-13,1,29.667,80.467,0,0
1.1854,19.098,29.666,0.10654,0.018073,2.0278e-12,5.382e-13,25.946,0.10654,19.098,29.666,0.02087,-0.009806,-7.4135e-13,1,29.769,80.569,0,0
1.1896,19.095,29.494,0.10944,0.017931,1.9654e-12,7.7349e-13,25.81,0.10944,19.095,29.494,0.020875,-0.0097449,-7.416e-13,1,29.87,80.67,0,0
1.1939,19.093,29.323,0.11256,0.01779,1.9031e-12,1.0088e-12,25.675,0.11256,19.093,29.323,0.02088,-0.0096839,-7.4185e-13,1,29.972,80.772,0,0
1.1981,19.091,29.153,0.11591,0.017648,1.8407e-12,1.2441e-12,25.541,0.11591,19.091,29.153,0.020885,-0.0096229,-7.421e-13,1,30.074,80.874,0,0
1.2024,19.089,28.984,0.11949,0.017507,1.7783e-12,1.4793e-12,25.407,0.11949,19.089,28.984,0.02089,-0.0095618,-7.4235e-13,1,30.175,80.975,0,0
1.2066,19.088,28.815,0.1233,0.017366,1.716e-12,1.7146e-12,25.275,0.1233,19.088,28.815,0.020895,-0.0095008,-7.426e-13,1,30.277,81.077,0,0
