"U:0","U:1","U:2","S:0","S:1","S:2","S:3","S:4","S:5","S:6","S:7","S:8","S:9","ERROR","vtkValidPointMask","arc_length","Points:0","Points:1","Points:2"
0.038644,1.7372,6.8534e-09,16.484,148.58,-2.2454,-0.00050092,-2.99e-10,-4.2996e-05,142.39,-2.2454,16.484,148.58,0.47393,1,6.25,56.25,0,5
0.038638,1.7388,6.8483e-09,16.466,148.41,-2.2798,-0.00051331,-1.4945e-10,-4.2735e-05,142.25,-2.2798,16.466,148.41,0.4705,1,6.3,56.3,0,5
0.038631,1.7403,6.8429e-09,16.449,148.24,-2.3147,-0.00052361,-9.9342e-12,-4.2477e-05,142.11,-2.3147,16.449,148.24,0.46706,1,6.35,56.35,0,5
0.038625,1.7419,6.8372e-09,16.432,148.07,-2.3499,-0.00053185,1.1955e-10,-4.2222e-05,141.96,-2.3499,16.432,148.07,0.46362,1,6.4,56.4,0,5
0.038618,1.7434,6.8311e-09,16.415,147.9,-2.3856,-0.000538,2.3899e-10,-4.197e-05,141.82,-2.3856,16.415,147.9,0.46019,1,6.45,56.45,0,5
0.038612,1.745,6.8248e-09,16.398,147.73,-2.4216,-0.00054207,3.484e-10,-4.1721e-05,141.68,-2.4216,16.398,147.73,0.45675,1,6.5,56.5,0,5
0.038606,1.7465,6.8181e-09,16.381,147.56,-2.4581,-0.00054407,4.4777e-10,-4.1475e-05,141.54,-2.4581,16.381,147.56,0.45332,1,6.55,56.55,0,5
0.038599,1.7481,6.811e-09,16.365,147.38,-2.495,-0.00054399,5.3711e-10,-4.1232e-05,141.4,-2.495,16.365,147.38,0.44988,1,6.6,56.6,0,5
0.038593,1.7496,6.8037e-09,16.349,147.21,-2.5322,-0.00054183,6.1641e-10,-4.0992e-05,141.25,-2.5322,16.349,147.21,0.44644,1,6.65,56.65,0,5
0.038586,1.7512,6.7965e-09,16.341,147.06,-2.5301,-0.00055868,7.52e-10,-4.0563e-05,141.11,-2.5301,16.341,147.06,0.44398,1,6.7,56.7,0,5
0.03858,1.7527,6.7896e-09,16.336,146.92,-2.5083,-0.00056654,9.1217e-10,-4.0044e-05,140.96,-2.5083,16.336,146.92,0.44201,1,6.75,56.75,0,5
0.038573,1.7542,6.7827e-09,16.331,146.78,-2.4867,-0.00057349,1.0579e-09,-3.9527e-05,140.81,-2.4867,16.331,146.78,0.44004,1,6.8,56.8,0,5
0.038567,1.7558,6.7756e-09,16.326,146.64,-2.4654,-0.00057952,1.1892e-09,-3.9013e-05,140.66,-2.4654,16.326,146.64,0.43808,1,6.85,56.85,0,5
0.03856,1.7573,6.7686e-09,16.321,146.5,-2.4443,-0.00058463,1.3061e-09,-3.85e-05,140.51,-2.4443,16.321,146.5,0.43611,1,6.9,56.9,0,5
0.038554,1.7589,6.7615e-09,16.316,146.36,-2.4234,-0.00058883,1.4086e-09,-3.799e-05,140.36,-2.4234,16.316,146.36,0.43414,1,6.95,56.95,0,5
0.038548,1.7604,6.7544e-09,16.312,146.22,-2.4028,-0.00059212,1.4966e-09,-3.7481e-05,140.21,-2.4028,16.312,146.22,0.43218,1,7,57,0,5
0.038541,1.762,6.7472e-09,16.307,146.08,-2.3824,-0.00059449,1.5702e-09,-3.6975e-05,140.06,-2.3824,16.307,146.08,0.43021,1,7.05,57.05,0,5
0.038535,1.7635,6.74e-09,16.303,145.94,-2.3622,-0.00059594,1.6294e-09,-3.6471e-05,139.91,-2.3622,16.303,145.94,0.42825,1,7.1,57.1,0,5
0.038528,1.7651,6.7327e-09,16.299,145.8,-2.3423,-0.00059648,1.6742e-09,-3.597e-05,139.76,-2.3423,16.299,145.8,0.42628,1,7.15,57.15,0,5
0.038522,1.7666,6.7254e-09,16.295,145.66,-2.3226,-0.0005961,1.7045e-09,-3.547e-05,139.61,-2.3226,16.295,145.66,0.42431,1,7.2,57.2,0,5
0.038516,1.7681,6.718e-09,16.291,145.52,-2.3031,-0.0005948,1.7204e-09,-3.4973e-05,139.46,-2.3031,16.291,145.52,0.42235,1,7.25,57.25,0,5
0.038509,1.7697,6.7106e-09,16.287,145.38,-2.2839,-0.00059259,1.7219e-09,-3.4478e-05,139.31,-2.2839,16.287,145.38,0.42038,1,7.3,57.3,0,5
0.038503,1.7712,6.7032e-09,16.283,145.24,-2.2649,-0.00058947,1.7089e-09,-3.3985e-05,139.16,-2.2649,16.283,145.24,0.41841,1,7.35,57.35,0,5
0.038497,1.7728,6.6957e-09,16.279,145.1,-2.2462,-0.00058543,1.6815e-09,-3.3494e-05,139.01,-2.2462,16.279,145.1,0.41645,1,7.4,57.4,0,5
