"ERROR","S:0","S:1","S:2","S:3","S:4","S:5","S_Mises","S_Principal:0","S_Principal:1","S_Principal:2","U:0","U:1","U:2","vtkValidPointMask","arc_length","Points:0","Points:1","Points:2"
2.6647,16.754,65.974,-0.040162,0.013435,7.3261e-12,2.0928e-09,59.428,-0.040159,16.754,65.974,0.020486,-0.019451,-1.9038e-13,1,13.716,64.516,0,0
2.6644,16.813,65.656,-0.039448,0.013694,7.1366e-12,2.0087e-09,59.104,-0.039445,16.813,65.656,0.020484,-0.01939,-1.9046e-13,1,13.818,64.618,0,0
2.6642,16.872,65.338,-0.038746,0.013953,6.9472e-12,1.9166e-09,58.779,-0.038743,16.872,65.338,0.020483,-0.019329,-1.9053e-13,1,13.919,64.719,0,0
2.6639,16.931,65.019,-0.038055,0.014211,6.7577e-12,1.8165e-09,58.455,-0.038053,16.931,65.019,0.020482,-0.019268,-1.906e-13,1,14.021,64.821,0,0
2.6637,16.99,64.701,-0.037376,0.014469,6.5682e-12,1.7084e-09,58.131,-0.037374,16.99,64.701,0.020481,-0.019207,-1.9068e-13,1,14.122,64.922,0,0
2.6635,17.049,64.383,-0.036709,0.014727,6.3787e-12,1.5923e-09,57.808,-0.036707,17.049,64.383,0.02048,-0.019146,-1.9075e-13,1,14.224,65.024,0,0
2.6632,17.108,64.065,-0.036054,0.014985,6.1893e-12,1.4682e-09,57.484,-0.036052,17.108,64.065,0.020479,-0.019085,-1.9082e-13,1,14.326,65.126,0,0
2.663,17.167,63.747,-0.03541,0.015242,5.9998e-12,1.3361e-09,57.161,-0.035409,17.167,63.747,0.020478,-0.019024,-1.909e-13,1,14.427,65.227,0,0
2.6627,17.227,63.428,-0.034778,0.015499,5.8103e-12,1.1961e-09,56.838,-0.034777,17.227,63.428,0.020477,-0.018963,-1.9097e-13,1,14.529,65.329,0,0
2.6625,17.286,63.11,-0.034158,0.015756,5.6209e-12,1.048e-09,56.515,-0.034157,17.286,63.11,0.020477,-0.018902,-1.9104e-13,1,14.63,65.43,0,0
2.6622,17.345,62.792,-0.03355,0.016013,5.4314e-12,8.9191e-10,56.193,-0.033549,17.345,62.792,0.020476,-0.018841,-1.9112e-13,1,14.732,65.532,0,0
2.662,17.404,62.473,-0.032953,0.016269,5.2419e-12,7.2783e-10,55.87,-0.032952,17.404,62.473,0.020476,-0.01878,-1.9119e-13,1,14.834,65.634,0,0
2.6617,17.464,62.155,-0.032368,0.016525,5.0524e-12,5.5576e-10,55.548,-0.032367,17.464,62.155,0.020475,-0.018719,-1.9127e-13,1,14.935,65.735,0,0
2.6615,17.523,61.836,-0.031795,0.016781,4.863e-12,3.7569e-10,55.226,-0.031794,17.523,61.836,0.020475,-0.018658,-1.9134e-13,1,15.037,65.837,0,0
2.6612,17.583,61.518,-0.031233,0.017037,4.6735e-12,1.8763e-10,54.905,-0.031233,17.583,61.518,0.020474,-0.018597,-1.9141e-13,1,15.138,65.938,0,0
2.661,17.642,61.197,-0.03068,0.017255,4.4834e-12,-8.3445e-12,54.581,-0.03068,17.642,61.197,0.020474,-0.018536,-1.9149e-13,1,15.24,66.04,0,0
2.6631,17.669,60.94,-0.030249,0.017453,4.5043e-12,1.8773e-10,54.327,-0.030249,17.669,60.94,0.020474,-0.018475,-1.9156e-13,1,15.342,66.142,0,0
2.6651,17.697,60.682,-0.029818,0.01765,4.5253e-12,3.758e-10,54.072,-0.029818,17.697,60.682,0.020474,-0.018414,-1.9163e-13,1,15.443,66.243,0,0
2.6672,17.724,60.424,-0.029386,0.017846,4.5462e-12,5.5588e-10,53.818,-0.029386,17.724,60.424,0.020474,-0.018353,-1.917e-13,1,15.545,66.345,0,0
2.6692,17.751,60.166,-0.028954,0.018041,4.5671e-12,7.2796e-10,53.563,-0.028954,17.751,60.166,0.020473,-0.018292,-1.9177e-13,1,15.646,66.446,0,0
2.6713,17.779,59.908,-0.028522,0.018235,4.5881e-12,8.9203e-10,53.31,-0.028522,17.779,59.908,0.020473,-0.018231,-1.9184e-13,1,15.748,66.548,0,0
2.6734,17.806,59.651,-0.028089,0.018429,4.609e-12,1.0481e-09,53.056,-0.028089,17.806,59.651,0.020473,-0.01817,-1.9191e-13,1,15.85,66.65,0,0
2.6754,17.834,59.393,-0.027657,0.018621,4.6299e-12,1.1962e-09,52.803,-0.027657,17.834,59.393,0.020473,-0.018109,-1.9198e-13,1,15.951,66.751,0,0
2.6775,17.861,59.135,-0.027224,0.018813,4.6508e-12,1.3363e-09,52.55,-0.027223,17.861,59.135,0.020474,-0.018048,-1.9205e-13,1,16.053,66.853,0,0
2.6796,17.889,58.877,-0.02679,0.019004,4.6718e-12,1.4684e-09,52.297,-0.02679,17.889,58.877,0.020474,-0.017987,-1.9212e-13,1,16.154,66.954,0,0
2.6816,17.916,58.619,-0.026357,0.019195,4.6927e-12,1.5925e-09,52.044,-0.026357,17.916,58.619,0.020474,-0.017926,-1.9219e-13,1,16.256,67.056,0,0
2.6837,17.943,58.361,-0.025923,0.019384,4.7136e-12,1.7086e-09,51.792,-0.025923,17.943,58.361,0.020474,-0.017865,-1.9226e-13,1,16.358,67.158,0,0
2.6858,17.971,58.103,-0.025489,0.019573,4.7346e-12,1.8167e-09,51.539,-0.025488,17.971,58.103,0.020474,-0.017804,-1.9233e-13,1,16.459,67.259,0,0
2.6878,17.999,57.845,-0.025054,0.01976,4.7555e-12,1.9168e-09,51.288,-0.025054,17.998,57.845,0.020475,-0.017743,-1.924e-13,1,16.561,67.361,0,0
2.6899,18.026,57.587,-0.02462,0.019947,4.7764e-12,2.0089e-09,51.036,-0.024619,18.026,57.587,0.020475,-0.017682,-1.9247e-13,1,16.662,67.462,0,0
2.692,18.054,57.329,-0.024185,0.020134,4.7973e-12,2.093e-09,50.784,-0.024184,18.054,57.329,0.020476,-0.017621,-1.9254e-13,1,16.764,67.564,0,0
2.694,18.081,57.071,-0.023749,0.020319,4.8183e-12,2.1691e-09,50.533,-0.023749,18.081,57.071,0.020476,-0.01756,-1.9261e-13,1,16.866,67.666,0,0
2.6961,18.109,56.813,-0.023314,0.020503,4.8392e-12,2.2372e-09,50.282,-0.023314,18.109,56.813,0.020477,-0.017499,-1.9268e-13,1,16.967,67.767,0,0
2.6982,18.136,56.555,-0.022878,0.020687,4.8601e-12,2.2973e-09,50.032,-0.022878,18.136,56.555,0.020477,-0.017438,-1.9275e-13,1,17.069,67.869,0,0
2.7002,18.164,56.297,-0.022442,0.02087,4.8811e-12,2.3495e-09,49.781,-0.022442,18.164,56.297,0.020478,-0.017377,-1.9282e-13,1,17.17,67.97,0,0
2.7023,18.192,56.039,-0.022006,0.021052,4.902e-12,2.3936e-09,49.531,-0.022005,18.192,56.039,0.020479,-0.017316,-1.9289e-13,1,17.272,68.072,0,0
2.7044,18.219,55.781,-0.021569,0.021233,4.9229e-12,2.4297e-09,49.281,-0.021569,18.219,55.781,0.02048,-0.017255,-1.9296e-13,1,17.374,68.174,0,0
2.7064,18.247,55.523,-0.021132,0.021414,4.9438e-12,2.4578e-09,49.031,-0.021132,18.247,55.523,0.02048,-0.017194,-1.9303e-13,1,17.475,68.275,0,0
2.7085,18.275,55.265,-0.020695,0.021593,4.9648e-12,2.478e-09,48.782,-0.020695,18.275,55.265,0.020481,-0.017133,-1.931e-13,1,17.577,68.377,0,0
2.7106,18.302,55.007,-0.020258,0.021772,4.9857e-12,2.4901e-09,48.533,-0.020257,18.302,55.007,0.020482,-0.017072,-1.9317e-13,1,17.678,68.478,0,0
2.7126,18.33,54.749,-0.01982,0.02195,5.0066e-12,2.4942e-09,48.284,-0.01982,18.33,54.749,0.020483,-0.017011,-1.9324e-13,1,17.78,68.58,0,0
2.7147,18.358,54.491,-0.019382,0.022127,5.0276e-12,2.4904e-09,48.035,-0.019382,18.358,54.491,0.020484,-0.01695,-1.9331e-13,1,17.882,68.682,0,0
2.7168,18.386,54.232,-0.018944,0.022303,5.0485e-12,2.4785e-09,47.786,-0.018943,18.386,54.232,0.020485,-0.016889,-1.9338e-13,1,17.983,68.783,0,0
2.7188,18.413,53.974,-0.018505,0.022479,5.0694e-12,2.4586e-09,47.538,-0.018505,18.413,53.974,0.020486,-0.016828,-1.9345e-13,1,18.085,68.885,0,0
2.7209,18.441,53.716,-0.018066,0.022653,5.0903e-12,2.4308e-09,47.29,-0.018066,18.441,53.716,0.020487,-0.016767,-1.9352e-13,1,18.186,68.986,0,0
2.723,18.469,53.458,-0.017627,0.022827,5.1113e-12,2.3949e-09,47.042,-0.017627,18.469,53.458,0.020489,-0.016706,-1.9359e-13,1,18.288,69.088,0,0
2.725,18.497,53.199,-0.017188,0.023,5.1322e-12,2.3511e-09,46.795,-0.017187,18.497,53.199,0.02049,-0.016645,-1.9366e-13,1,18.39,69.19,0,0
2.7271,18.525,52.941,-0.016748,0.023173,5.1531e-12,2.2992e-09,46.548,-0.016748,18.525,52.941,0.020491,-0.016584,-1.9373e-13,1,18.491,69.291,0,0
2.7291,18.553,52.683,-0.016308,0.023344,5.1741e-12,2.2394e-09,46.301,-0.016308,18.553,52.683,0.020493,-0.016523,-1.938e-13,1,18.593,69.393,0,0
2.7312,18.58,52.425,-0.015868,0.023514,5.195e-12,2.1715e-09,46.054,-0.015868,18.58,52.425,0.020494,-0.016463,-1.9387e-13,1,18.694,69.494,0,0
2.7333,18.608,52.166,-0.015428,0.023684,5.2159e-12,2.0957e-09,45.807,-0.015427,18.608,52.166,0.020496,-0.016402,-1.9394e-13,1,18.796,69.596,0,0
2.7353,18.636,51.908,-0.014987,0.023853,5.2368e-12,2.0119e-09,45.561,-0.014987,18.636,51.908,0.020497,-0.016341,-1.9401e-13,1,18.898,69.698,0,0
2.7374,18.664,51.65,-0.014546,0.024021,5.2578e-12,1.92e-09,45.315,-0.014546,18.664,51.65,0.020499,-0.01628,-1.9408e-13,1,18.999,69.799,0,0
2.7395,18.692,51.391,-0.014104,0.024189,5.2787e-12,1.8202e-09,45.069,-0.014104,18.692,51.391,0.0205,-0.016219,-1.9415e-13,1,19.101,69.901,0,0
2.7415,18.72,51.133,-0.013663,0.024355,5.2996e-12,1.7124e-09,44.824,-0.013663,18.72,51.133,0.020502,-0.016158,-1.9422e-13,1,19.202,70.002,0,0
2.7436,18.748,50.874,-0.013221,0.024521,5.3206e-12,1.5965e-09,44.578,-0.013221,18.748,50.874,0.020504,-0.016097,-1.9429e-13,1,19.304,70.104,0,0
2.7457,18.776,50.616,-0.012779,0.024685,5.3415e-12,1.4727e-09,44.333,-0.012779,18.776,50.616,0.020506,-0.016036,-1.9436e-13,1,19.406,70.206,0,0
2.7477,18.804,50.358,-0.012337,0.02485,5.3624e-12,1.3409e-09,44.088,-0.012336,18.804,50.358,0.020507,-0.015975,-1.9443e-13,1,19.507,70.307,0,0
2.7498,18.832,50.099,-0.011894,0.025013,5.3833e-12,1.2011e-09,43.844,-0.011894,18.832,50.099,0.020509,-0.015914,-1.945e-13,1,19.609,70.409,0,0
2.7519,18.86,49.841,-0.011451,0.025175,5.4043e-12,1.0532e-09,43.6,-0.011451,18.86,49.841,0.020511,-0.015853,-1.9457e-13,1,19.71,70.51,0,0
2.7539,18.888,49.582,-0.011008,0.025337,5.4252e-12,8.9742e-10,43.355,-0.011008,18.888,49.582,0.020513,-0.015792,-1.9464e-13,1,19.812,70.612,0,0
2.756,18.916,49.324,-0.010564,0.025497,5.4461e-12,7.336e-10,43.112,-0.010564,18.916,49.324,0.020515,-0.015731,-1.9471e-13,1,19.914,70.714,0,0
2.7581,18.945,49.065,-0.01012,0.025657,5.4671e-12,5.6179e-10,42.868,-0.01012,18.945,49.065,0.020517,-0.01567,-1.9478e-13,1,20.015,70.815,0,0
2.7601,18.973,48.807,-0.0096764,0.025816,5.488e-12,3.8198e-10,42.625,-0.0096763,18.973,48.807,0.020519,-0.015609,-1.9485e-13,1,20.117,70.917,0,0
2.7622,19.001,48.548,-0.0092321,0.025975,5.5089e-12,1.9417e-10,42.381,-0.009232,19.001,48.548,0.020522,-0.015548,-1.9492e-13,1,20.218,71.018,0,0
2.7643,19.029,48.288,-0.0087856,0.026118,5.5296e-12,-2.2475e-12,42.137,-0.0087856,19.029,48.288,0.020524,-0.015486,-1.9499e-13,1,20.32,71.12,0,0
2.7699,19.036,48.073,-0.0086175,0.02605,5.4536e-12,-2.3152e-12,41.938,-0.0086175,19.036,48.073,0.020526,-0.015425,-1.9506e-13,1,20.422,71.222,0,0
2.7754,19.044,47.858,-0.0084501,0.025982,5.3775e-12,-2.3829e-12,41.738,-0.0084501,19.044,47.858,0.020528,-0.015364,-1.9512e-13,1,20.523,71.323,0,0
2.781,19.051,47.643,-0.0082833,0.025915,5.3015e-12,-2.4506e-12,41.539,-0.0082833,19.051,47.643,0.020531,-0.015303,-1.9519e-13,1,20.625,71.425,0,0
2.7866,19.058,47.428,-0.0081171,0.025848,5.2255e-12,-2.5183e-12,41.34,-0.0081171,19.058,47.428,0.020533,-0.015242,-1.9525e-13,1,20.726,71.526,0,0
2.7921,19.066,47.213,-0.0079515,0.025781,5.1494e-12,-2.586e-12,41.142,-0.0079515,19.066,47.213,0.020535,-0.015181,-1.9532e-13,1,20.828,71.628,0,0
2.7977,19.073,46.997,-0.0077866,0.025714,5.0734e-12,-2.6538e-12,40.944,-0.0077866,19.073,46.997,0.020538,-0.01512,-1.9538e-13,1,20.93,71.73,0,0
2.8033,19.08,46.782,-0.0076223,0.025648,4.9973e-12,-2.7215e-12,40.746,-0.0076223,19.08,46.782,0.02054,-0.015059,-1.9545e-13,1,21.031,71.831,0,0
2.8089,19.087,46.567,-0.0074586,0.025582,4.9213e-12,-2.7892e-12,40.548,-0.0074586,19.087,46.567,0.020543,-0.014998,-1.9551e-13,1,21.133,71.933,0,0
2.8144,19.095,46.352,-0.0072956,0.025517,4.8453e-12,-2.8569e-12,40.351,-0.0072955,19.095,46.352,0.020545,-0.014937,-1.9558e-13,1,21.234,72.034,0,0
2.82,19.102,46.137,-0.0071331,0.025451,4.7692e-12,-2.9246e-12,40.154,-0.0071331,19.102,46.137,0.020548,-0.014876,-1.9564e-13,1,21.336,72.136,0,0
2.8256,19.109,45.922,-0.0069714,0.025386,4.6932e-12,-2.9923e-12,39.957,-0.0069714,19.109,45.922,0.02055,-0.014815,-1.957e-13,1,21.438,72.238,0,0
2.8311,19.117,45.706,-0.0068102,0.025321,4.6171e-12,-3.06e-12,39.76,-0.0068102,19.117,45.706,0.020553,-0.014754,-1.9577e-13,1,21.539,72.339,0,0
2.8367,19.124,45.491,-0.0066497,0.025257,4.5411e-12,-3.1277e-12,39.564,-0.0066497,19.124,45.491,0.020555,-0.014693,-1.9583e-13,1,21.641,72.441,0,0
2.8423,19.131,45.276,-0.0064899,0.025192,4.4651e-12,-3.1954e-12,39.368,-0.0064898,19.131,45.276,0.020558,-0.014632,-1.959e-13,1,21.742,72.542,0,0
2.8479,19.139,45.061,-0.0063306,0.025128,4.389e-12,-3.2631e-12,39.172,-0.0063306,19.139,45.061,0.020561,-0.014571,-1.9596e-13,1,21.844,72.644,0,0
2.8534,19.146,44.846,-0.006172,0.025065,4.313e-12,-3.3308e-12,38.977,-0.006172,19.146,44.846,0.020564,-0.01451,-1.9603e-13,1,21.946,72.746,0,0
2.859,19.153,44.63,-0.006014,0.025001,4.2369e-12,-3.3985e-12,38.782,-0.006014,19.153,44.63,0.020566,-0.014449,-1.9609e-13,1,22.047,72.847,0,0
2.8646,19.161,44.415,-0.0058567,0.024938,4.1609e-12,-3.4662e-12,38.587,-0.0058566,19.161,44.415,0.020569,-0.014388,-1.9616e-13,1,22.149,72.949,0,0
2.8701,19.168,44.2,-0.0056999,0.024875,4.0849e-12,-3.5339e-12,38.392,-0.0056999,19.168,44.2,0.020572,-0.014327,-1.9622e-13,1,22.25,73.05,0,0
2.8757,19.176,43.984,-0.0055439,0.024812,4.0088e-12,-3.6016e-12,38.198,-0.0055438,19.176,43.984,0.020575,-0.014266,-1.9629e-13,1,22.352,73.152,0,0
2.8813,19.183,43.769,-0.0053884,0.02475,3.9328e-12,-3.6693e-12,38.004,-0.0053884,19.183,43.769,0.020578,-0.014205,-1.9635e-13,1,22.454,73.254,0,0
2.8869,19.19,43.554,-0.0052336,0.024688,3.8567e-12,-3.737e-12,37.81,-0.0052336,19.19,43.554,0.020581,-0.014144,-1.9641e-13,1,22.555,73.355,0,0
2.8924,19.198,43.338,-0.0050794,0.024626,3.7807e-12,-3.8047e-12,37.617,-0.0050794,19.198,43.339,0.020584,-0.014083,-1.9648e-13,1,22.657,73.457,0,0
2.898,19.205,43.123,-0.0049258,0.024564,3.7047e-12,-3.8725e-12,37.424,-0.0049258,19.205,43.123,0.020587,-0.014022,-1.9654e-13,1,22.758,73.558,0,0
2.9036,19.213,42.908,-0.0047729,0.024503,3.6286e-12,-3.9402e-12,37.231,-0.0047729,19.213,42.908,0.02059,-0.013961,-1.9661e-13,1,22.86,73.66,0,0
2.9091,19.22,42.692,-0.0046206,0.024442,3.5526e-12,-4.0079e-12,37.038,-0.0046206,19.22,42.692,0.020593,-0.0139,-1.9667e-13,1,22.962,73.762,0,0
2.9147,19.227,42.477,-0.004469,0.024381,3.4766e-12,-4.0756e-12,36.846,-0.0044689,19.227,42.477,0.020596,-0.013839,-1.9674e-13,1,23.063,73.863,0,0
2.9203,19.235,42.262,-0.0043179,0.024321,3.4005e-12,-4.1433e-12,36.654,-0.0043179,19.235,42.262,0.020599,-0.013778,-1.968e-13,1,23.165,73.965,0,0
2.9259,19.242,42.046,-0.0041675,0.024261,3.3245e-12,-4.211e-12,36.462,-0.0041675,19.242,42.046,0.020602,-0.013717,-1.9687e-13,1,23.266,74.066,0,0
2.9314,19.25,41.831,-0.0040178,0.024201,3.2484e-12,-4.2787e-12,36.271,-0.0040178,19.25,41.831,0.020606,-0.013656,-1.9693e-13,1,23.368,74.168,0,0
2.937,19.257,41.615,-0.0038686,0.024141,3.1724e-12,-4.3464e-12,36.079,-0.0038686,19.257,41.615,0.020609,-0.013595,-1.9699e-13,1,23.47,74.27,0,0
2.9426,19.265,41.4,-0.0037201,0.024082,3.0964e-12,-4.4141e-12,35.889,-0.0037201,19.265,41.4,0.020612,-0.013534,-1.9706e-13,1,23.571,74.371,0,0
2.9481,19.272,41.184,-0.0035723,0.024023,3.0203e-12,-4.4818e-12,35.698,-0.0035722,19.272,41.185,0.020616,-0.013473,-1.9712e-13,1,23.673,74.473,0,0
2.9537,19.279,40.969,-0.003425,0.023964,2.9443e-12,-4.5495e-12,35.508,-0.003425,19.279,40.969,0.020619,-0.013412,-1.9719e-13,1,23.774,74.574,0,0
2.9593,19.287,40.754,-0.0032784,0.023906,2.8682e-12,-4.6172e-12,35.317,-0.0032784,19.287,40.754,0.020622,-0.013351,-1.9725e-13,1,23.876,74.676,0,0
2.9649,19.294,40.538,-0.0031324,0.023847,2.7922e-12,-4.6849e-12,35.128,-0.0031324,19.294,40.538,0.020626,-0.01329,-1.9732e-13,1,23.978,74.778,0,0
2.9704,19.302,40.323,-0.0029871,0.023789,2.7162e-12,-4.7526e-12,34.938,-0.0029871,19.302,40.323,0.020629,-0.013229,-1.9738e-13,1,24.079,74.879,0,0
2.976,19.309,40.107,-0.0028424,0.023732,2.6401e-12,-4.8203e-12,34.749,-0.0028424,19.309,40.107,0.020633,-0.013168,-1.9745e-13,1,24.181,74.981,0,0
2.9816,19.317,39.891,-0.0026983,0.023674,2.5641e-12,-4.888e-12,34.56,-0.0026983,19.317,39.891,0.020636,-0.013107,-1.9751e-13,1,24.282,75.082,0,0
2.9871,19.324,39.676,-0.0025549,0.023617,2.488e-12,-4.9557e-12,34.371,-0.0025549,19.324,39.676,0.02064,-0.013046,-1.9758e-13,1,24.384,75.184,0,0
2.9927,19.332,39.46,-0.0024121,0.02356,2.412e-12,-5.0235e-12,34.183,-0.002412,19.332,39.46,0.020643,-0.012985,-1.9764e-13,1,24.486,75.286,0,0
2.9983,19.339,39.245,-0.0022699,0.023504,2.336e-12,-5.0912e-12,33.995,-0.0022699,19.339,39.245,0.020647,-0.012924,-1.977e-13,1,24.587,75.387,0,0
3.0039,19.347,39.029,-0.0021283,0.023447,2.2599e-12,-5.1589e-12,33.807,-0.0021283,19.347,39.029,0.020651,-0.012863,-1.9777e-13,1,24.689,75.489,0,0
3.0094,19.354,38.814,-0.0019874,0.023391,2.1839e-12,-5.2266e-12,33.62,-0.0019874,19.354,38.814,0.020655,-0.012802,-1.9783e-13,1,24.79,75.59,0,0
3.015,19.362,38.598,-0.0018471,0.023336,2.1078e-12,-5.2943e-12,33.432,-0.0018471,19.362,38.598,0.020658,-0.012741,-1.979e-13,1,24.892,75.692,0,0
3.0206,19.369,38.382,-0.0017075,0.02328,2.0318e-12,-5.362e-12,33.245,-0.0017075,19.369,38.382,0.020662,-0.01268,-1.9796e-13,1,24.994,75.794,0,0
3.0261,19.377,38.167,-0.0015684,0.023225,1.9557e-12,-5.4297e-12,33.059,-0.0015684,19.377,38.167,0.020666,-0.012619,-1.9803e-13,1,25.095,75.895,0,0
3.0317,19.384,37.951,-0.00143,0.02317,1.8797e-12,-5.4974e-12,32.872,-0.00143,19.384,37.951,0.02067,-0.012558,-1.9809e-13,1,25.197,75.997,0,0
3.0373,19.392,37.735,-0.0012923,0.023115,1.8037e-12,-5.5651e-12,32.686,-0.0012923,19.392,37.735,0.020674,-0.012497,-1.9816e-13,1,25.298,76.098,0,0
3.0429,19.4,37.519,-0.0011548,0.023061,1.7273e-12,-5.6327e-12,32.499,-0.0011548,19.399,37.519,0.020678,-0.012435,-1.9822e-13,1,25.4,76.2,0,0
3.0595,19.393,37.335,-0.0011557,0.022963,1.7123e-12,-5.5532e-12,32.341,-0.0011557,19.393,37.335,0.020681,-0.012374,-1.9828e-13,1,25.502,76.302,0,0
3.0761,19.387,37.151,-0.0011551,0.022864,1.6972e-12,-5.4736e-12,32.183,-0.0011551,19.387,37.151,0.020685,-0.012313,-1.9835e-13,1,25.603,76.403,0,0
3.0927,19.381,36.967,-0.0011531,0.022765,1.6821e-12,-5.3941e-12,32.026,-0.0011531,19.381,36.967,0.020689,-0.012252,-1.9841e-13,1,25.705,76.505,0,0
3.1093,19.375,36.784,-0.0011495,0.022666,1.667e-12,-5.3146e-12,31.868,-0.0011495,19.375,36.784,0.020693,-0.012191,-1.9847e-13,1,25.806,76.606,0,0
3.1259,19.369,36.6,-0.0011445,0.022566,1.6519e-12,-5.235e-12,31.712,-0.0011445,19.369,36.6,0.020697,-0.01213,-1.9853e-13,1,25.908,76.708,0,0
3.1425,19.362,36.416,-0.0011379,0.022467,1.6369e-12,-5.1555e-12,31.555,-0.0011379,19.362,36.416,0.020701,-0.012069,-1.986e-13,1,26.01,76.81,0,0
3.1591,19.356,36.233,-0.0011299,0.022367,1.6218e-12,-5.0759e-12,31.399,-0.0011299,19.356,36.233,0.020706,-0.012008,-1.9866e-13,1,26.111,76.911,0,0
3.1757,19.35,36.049,-0.0011204,0.022266,1.6067e-12,-4.9964e-12,31.243,-0.0011204,19.35,36.049,0.02071,-0.011947,-1.9872e-13,1,26.213,77.013,0,0
3.1923,19.344,35.865,-0.0011093,0.022166,1.5916e-12,-4.9168e-12,31.088,-0.0011093,19.344,35.865,0.020714,-0.011886,-1.9879e-13,1,26.314,77.114,0,0
3.2089,19.338,35.681,-0.0010968,0.022065,1.5766e-12,-4.8373e-12,30.933,-0.0010968,19.338,35.681,0.020718,-0.011825,-1.9885e-13,1,26.416,77.216,0,0
3.2255,19.332,35.498,-0.0010828,0.021964,1.5615e-12,-4.7577e-12,30.778,-0.0010828,19.332,35.498,0.020722,-0.011764,-1.9891e-13,1,26.518,77.318,0,0
3.2421,19.326,35.314,-0.0010673,0.021863,1.5464e-12,-4.6782e-12,30.624,-0.0010673,19.326,35.314,0.020726,-0.011703,-1.9897e-13,1,26.619,77.419,0,0
3.2587,19.32,35.13,-0.0010504,0.021761,1.5313e-12,-4.5987e-12,30.47,-0.0010504,19.32,35.13,0.02073,-0.011642,-1.9904e-13,1,26.721,77.521,0,0
3.2753,19.313,34.946,-0.0010319,0.021659,1.5162e-12,-4.5191e-12,30.316,-0.0010319,19.313,34.946,0.020735,-0.011581,-1.991e-13,1,26.822,77.622,0,0
3.2919,19.307,34.763,-0.0010119,0.021557,1.5012e-12,-4.4396e-12,30.163,-0.0010119,19.307,34.763,0.020739,-0.01152,-1.9916e-13,1,26.924,77.724,0,0
3.3085,19.301,34.579,-0.00099045,0.021455,1.4861e-12,-4.36e-12,30.01,-0.00099045,19.301,34.579,0.020743,-0.011459,-1.9922e-13,1,27.026,77.826,0,0
3.3251,19.295,34.395,-0.0009675,0.021352,1.471e-12,-4.2805e-12,29.857,-0.0009675,19.295,34.395,0.020748,-0.011398,-1.9929e-13,1,27.127,77.927,0,0
3.3417,19.289,34.211,-0.00094305,0.021249,1.4559e-12,-4.2009e-12,29.705,-0.00094305,19.289,34.211,0.020752,-0.011337,-1.9935e-13,1,27.229,78.029,0,0
3.3583,19.283,34.027,-0.00091712,0.021146,1.4409e-12,-4.1214e-12,29.553,-0.00091712,19.283,34.027,0.020756,-0.011276,-1.9941e-13,1,27.33,78.13,0,0
3.3749,19.277,33.844,-0.00088969,0.021042,1.4258e-12,-4.0418e-12,29.402,-0.00088969,19.277,33.844,0.020761,-0.011215,-1.9948e-13,1,27.432,78.232,0,0
3.3915,19.271,33.66,-0.00086077,0.020939,1.4107e-12,-3.9623e-12,29.251,-0.00086077,19.271,33.66,0.020765,-0.011154,-1.9954e-13,1,27.534,78.334,0,0
3.4081,19.265,33.476,-0.00083035,0.020835,1.3956e-12,-3.8827e-12,29.1,-0.00083035,19.265,33.476,0.020769,-0.011093,-1.996e-13,1,27.635,78.435,0,0
3.4247,19.259,33.292,-0.00079845,0.02073,1.3805e-12,-3.8032e-12,28.95,-0.00079845,19.259,33.292,0.020774,-0.011032,-1.9966e-13,1,27.737,78.537,0,0
3.4413,19.253,33.108,-0.00076505,0.020626,1.3655e-12,-3.7237e-12,28.799,-0.00076505,19.253,33.108,0.020778,-0.010971,-1.9973e-13,1,27.838,78.638,0,0
3.4579,19.247,32.924,-0.00073016,0.020521,1.3504e-12,-3.6441e-12,28.65,-0.00073016,19.247,32.924,0.020783,-0.01091,-1.9979e-13,1,27.94,78.74,0,0
3.4745,19.241,32.741,-0.00069378,0.020416,1.3353e-12,-3.5646e-12,28.5,-0.00069378,19.241,32.741,0.020787,-0.010849,-1.9985e-13,1,28.042,78.842,0,0
3.4911,19.235,32.557,-0.00065591,0.020311,1.3202e-12,-3.485e-12,28.351,-0.00065591,19.235,32.557,0.020792,-0.010788,-1.9991e-13,1,28.143,78.943,0,0
3.5077,19.229,32.373,-0.00061654,0.020205,1.3052e-12,-3.4055e-12,28.203,-0.00061654,19.229,32.373,0.020796,-0.010727,-1.9998e-13,1,28.245,79.045,0,0
3.5243,19.223,32.189,-0.00057568,0.0201,1.2901e-12,-3.3259e-12,28.054,-0.00057568,19.223,32.189,0.020801,-0.010666,-2.0004e-13,1,28.346,79.146,0,0
3.5409,19.217,32.005,-0.00053334,0.019994,1.275e-12,-3.2464e-12,27.906,-0.00053333,19.217,32.005,0.020806,-0.010605,-2.001e-13,1,28.448,79.248,0,0
3.5575,19.211,31.821,-0.00048949,0.019887,1.2599e-12,-3.1668e-12,27.759,-0.00048949,19.211,31.821,0.02081,-0.010544,-2.0017e-13,1,28.55,79.35,0,0
3.5741,19.205,31.637,-0.00044416,0.019781,1.2448e-12,-3.0873e-12,27.612,-0.00044416,19.205,31.637,0.020815,-0.010483,-2.0023e-13,1,28.651,79.451,0,0
3.5907,19.199,31.453,-0.00039733,0.019674,1.2298e-12,-3.0077e-12,27.465,-0.00039733,19.199,31.453,0.02082,-0.010421,-2.0029e-13,1,28.753,79.553,0,0
