"U:0","U:1","U:2","S:0","S:1","S:2","S:3","S:4","S:5","S:6","S:7","S:8","S:9","ERROR","vtkValidPointMask","arc_length","Points:0","Points:1","Points:2"
0.021052,-0.026083,-1.7788e-20,3.3556,111.93,-0.050928,-0.0029037,-4.0658e-20,2.1684e-18,110.32,-0.051056,3.3557,111.93,2.4885,1,1.8288,52.629,0,0
0.021036,-0.026023,1.7364e-20,3.2883,111.24,-0.18554,-0.003168,4.0658e-20,-8.1315e-20,109.73,-0.18567,3.2884,111.24,2.4885,1,1.9304,52.73,0,0
0.021019,-0.025963,5.4829e-22,3.221,110.55,-0.32014,-0.0034323,-2.6095e-20,6.5845e-20,109.14,-0.32028,3.2212,110.55,2.4885,1,2.032,52.832,0,0
0.021007,-0.025903,0,3.4012,110.05,-0.32087,-0.0036862,0,-1.7347e-18,108.56,-0.321,3.4013,110.05,2.4821,1,2.1336,52.934,0,0
0.020994,-0.025843,1.3553e-20,3.5814,109.55,-0.32159,-0.0039401,-5.421e-20,0,107.98,-0.32173,3.5815,109.55,2.4757,1,2.2352,53.035,0,0
0.020981,-0.025783,0,3.7616,109.05,-0.32231,-0.0041939,-1.6263e-19,0,107.4,-0.32245,3.7617,109.05,2.4693,1,2.3368,53.137,0,0
0.020969,-0.025723,-6.7763e-21,3.9417,108.56,-0.32303,-0.0044478,1.0842e-19,1.7347e-18,106.82,-0.32317,3.9419,108.56,2.4629,1,2.4384,53.238,0,0
0.020956,-0.025663,-6.7763e-21,4.1219,108.06,-0.32376,-0.0047017,0,0,106.24,-0.32389,4.122,108.06,2.4565,1,2.54,53.34,0,0
0.020943,-0.025603,-1.3553e-20,4.3021,107.56,-0.32448,-0.0049556,0,0,105.66,-0.32461,4.3022,107.56,2.4501,1,2.6416,53.442,0,0
0.020931,-0.025543,2.7105e-20,4.4823,107.06,-0.3252,-0.0052095,1.0842e-19,-8.6736e-19,105.08,-0.32533,4.4824,107.06,2.4436,1,2.7432,53.543,0,0
0.020918,-0.025483,1.3553e-20,4.6624,106.56,-0.32593,-0.0054634,1.0842e-19,-4.3368e-18,104.49,-0.32606,4.6626,106.56,2.4372,1,2.8448,53.645,0,0
0.020905,-0.025423,-6.7763e-21,4.8426,106.06,-0.32665,-0.0057172,0,-8.6736e-19,103.91,-0.32678,4.8427,106.06,2.4308,1,2.9464,53.746,0,0
0.020892,-0.025363,1.3553e-20,5.0228,105.56,-0.32737,-0.0059711,5.421e-20,0,103.33,-0.3275,5.0229,105.56,2.4244,1,3.048,53.848,0,0
0.02088,-0.025303,-6.7763e-21,5.203,105.06,-0.3281,-0.006225,-5.421e-20,8.6736e-19,102.75,-0.32822,5.2031,105.06,2.418,1,3.1496,53.95,0,0
0.020867,-0.025243,2.0329e-20,5.3831,104.56,-0.32882,-0.0064789,2.7105e-20,-2.6021e-18,102.17,-0.32894,5.3833,104.56,2.4116,1,3.2512,54.051,0,0
0.020854,-0.025183,-6.7763e-21,5.5633,104.06,-0.32954,-0.0067328,-5.421e-20,2.1684e-18,101.59,-0.32967,5.5634,104.06,2.4052,1,3.3528,54.153,0,0
0.020842,-0.025123,3.3881e-21,5.7435,103.56,-0.33026,-0.0069866,5.421e-20,0,101.01,-0.33039,5.7436,103.56,2.3988,1,3.4544,54.254,0,0
0.020829,-0.025063,3.3881e-21,5.9237,103.06,-0.33099,-0.0072405,0,4.3368e-19,100.43,-0.33111,5.9238,103.06,2.3923,1,3.556,54.356,0,0
0.020816,-0.025003,-1.3553e-20,6.1038,102.56,-0.33171,-0.0074944,0,0,99.845,-0.33183,6.104,102.56,2.3859,1,3.6576,54.458,0,0
0.020804,-0.024943,-3.3881e-21,6.284,102.07,-0.33243,-0.0077483,-1.3553e-20,2.1684e-19,99.264,-0.33255,6.2841,102.07,2.3795,1,3.7592,54.559,0,0
0.020791,-0.024883,-1.6941e-21,6.4642,101.57,-0.33316,-0.0080022,-4.0658e-20,-6.5052e-19,98.683,-0.33328,6.4643,101.57,2.3731,1,3.8608,54.661,0,0
0.020778,-0.024823,-6.7763e-21,6.6444,101.07,-0.33388,-0.0082561,-1.0164e-20,5.421e-19,98.102,-0.334,6.6445,101.07,2.3667,1,3.9624,54.762,0,0
0.020766,-0.024763,-1.4945e-20,6.8245,100.57,-0.3346,-0.0085099,-2.5123e-21,-2.2489e-18,97.52,-0.33472,6.8247,100.57,2.3603,1,4.064,54.864,0,0
0.020756,-0.024703,1.3553e-20,6.968,100.12,-0.33253,-0.0084919,0,1.7347e-18,97.013,-0.33265,6.9681,100.12,2.356,1,4.1656,54.966,0,0
0.020746,-0.024643,-6.7763e-21,7.1114,99.676,-0.33047,-0.0084739,0,1.7347e-18,96.506,-0.33058,7.1115,99.676,2.3518,1,4.2672,55.067,0,0
0.020736,-0.024583,6.7763e-21,7.2548,99.23,-0.3284,-0.0084559,5.421e-20,0,95.999,-0.32851,7.2549,99.23,2.3476,1,4.3688,55.169,0,0
0.020726,-0.024523,0,7.3982,98.784,-0.32633,-0.0084379,5.421e-20,0,95.492,-0.32644,7.3983,98.784,2.3434,1,4.4704,55.27,0,0
0.020717,-0.024463,0,7.5416,98.338,-0.32427,-0.0084198,-2.7105e-20,0,94.985,-0.32437,7.5417,98.338,2.3391,1,4.572,55.372,0,0
0.020707,-0.024403,6.7763e-21,7.685,97.892,-0.3222,-0.0084018,-2.7105e-20,0,94.478,-0.3223,7.6851,97.892,2.3349,1,4.6736,55.474,0,0
0.020697,-0.024343,0,7.8285,97.447,-0.32013,-0.0083838,2.7105e-20,1.7347e-18,93.971,-0.32023,7.8285,97.447,2.3307,1,4.7752,55.575,0,0
0.020687,-0.024283,6.7763e-21,7.9719,97.001,-0.31806,-0.0083658,2.7105e-20,-1.7347e-18,93.464,-0.31816,7.972,97.001,2.3265,1,4.8768,55.677,0,0
0.020677,-0.024223,-1.3553e-20,8.1153,96.555,-0.316,-0.0083478,0,1.7347e-18,92.957,-0.31609,8.1154,96.555,2.3222,1,4.9784,55.778,0,0
0.020668,-0.024163,0,8.2587,96.109,-0.31393,-0.0083297,0,-1.7347e-18,92.45,-0.31402,8.2588,96.109,2.318,1,5.08,55.88,0,0
0.020658,-0.024103,3.3881e-21,8.4021,95.663,-0.31186,-0.0083117,0,8.6736e-19,91.942,-0.31195,8.4022,95.663,2.3138,1,5.1816,55.982,0,0
0.020648,-0.024043,-3.3881e-21,8.5455,95.217,-0.3098,-0.0082937,2.7105e-20,0,91.435,-0.30988,8.5456,95.217,2.3095,1,5.2832,56.083,0,0
0.020638,-0.023983,-1.3553e-20,8.6889,94.771,-0.30773,-0.0082757,-1.3553e-20,-2.6021e-18,90.928,-0.30781,8.689,94.771,2.3053,1,5.3848,56.185,0,0
0.020628,-0.023923,-3.3881e-21,8.8324,94.325,-0.30566,-0.0082577,0,8.6736e-19,90.421,-0.30574,8.8324,94.325,2.3011,1,5.4864,56.286,0,0
