"U:0","U:1","U:2","S:0","S:1","S:2","S:3","S:4","S:5","S:6","S:7","S:8","S:9","ERROR","vtkValidPointMask","arc_length","Points:0","Points:1","Points:2"
0.00039166,3.5997e-09,-2.321e-05,-0.42625,2.6928,-3.8571e-06,-0.0015696,-1.8765e-14,9.1651e-14,2.9293,-0.42625,-3.8571e-06,2.6928,1.203,1,4.425,29.425,0,5
0.00039123,3.5769e-09,-2.321e-05,-0.41774,2.6843,-2.9173e-06,-0.001631,-1.9112e-14,9.4906e-14,2.9158,-0.41774,-2.9173e-06,2.6843,1.1979,1,4.5,29.5,0,5
0.00039081,3.5544e-09,-2.321e-05,-0.40924,2.6758,-1.8885e-06,-0.0016906,-1.9447e-14,9.7983e-14,2.9022,-0.40924,-1.8885e-06,2.6758,1.1929,1,4.575,29.575,0,5
0.00039038,3.532e-09,-2.321e-05,-0.40073,2.6673,-7.7057e-07,-0.0017483,-1.977e-14,1.0088e-13,2.8886,-0.40073,-7.7057e-07,2.6673,1.1879,1,4.65,29.65,0,5
0.00038997,3.5098e-09,-2.321e-05,-0.39223,2.6588,4.3645e-07,-0.0018043,-2.008e-14,1.036e-13,2.8751,-0.39223,4.3645e-07,2.6588,1.1828,1,4.725,29.725,0,5
0.00038955,3.4877e-09,-2.321e-05,-0.38372,2.6503,1.7325e-06,-0.0018583,-2.0379e-14,1.0614e-13,2.8616,-0.38372,1.7325e-06,2.6503,1.1778,1,4.8,29.8,0,5
0.00038914,3.4658e-09,-2.321e-05,-0.37521,2.6418,3.1177e-06,-0.0019106,-2.0665e-14,1.085e-13,2.848,-0.37522,3.1177e-06,2.6418,1.1727,1,4.875,29.875,0,5
0.00038874,3.4441e-09,-2.321e-05,-0.36671,2.6333,4.592e-06,-0.001961,-2.0939e-14,1.1068e-13,2.8345,-0.36671,4.592e-06,2.6333,1.1677,1,4.95,29.95,0,5
0.00038834,4.0453e-09,-2.321e-05,-0.35881,2.6254,5.5667e-06,-0.0019877,-2.0685e-14,1.1002e-13,2.822,-0.35881,5.5667e-06,2.6254,1.1627,1,5.025,30.025,0,5
0.00038794,4.0217e-09,-2.321e-05,-0.35221,2.6188,5.3839e-06,-0.0019564,-1.9419e-14,1.0394e-13,2.8115,-0.35221,5.3839e-06,2.6188,1.1578,1,5.1,30.1,0,5
0.00038754,3.9983e-09,-2.321e-05,-0.34562,2.6122,5.1991e-06,-0.0019254,-1.8173e-14,9.779e-14,2.801,-0.34562,5.1991e-06,2.6122,1.1529,1,5.175,30.175,0,5
0.00038714,3.9751e-09,-2.321e-05,-0.33902,2.6056,5.0125e-06,-0.0018947,-1.6948e-14,9.1568e-14,2.7906,-0.33902,5.0125e-06,2.6056,1.148,1,5.25,30.25,0,5
0.00038675,3.952e-09,-2.321e-05,-0.33242,2.599,4.8239e-06,-0.0018642,-1.5745e-14,8.5275e-14,2.7801,-0.33242,4.8239e-06,2.599,1.1431,1,5.325,30.325,0,5
0.00038636,3.929e-09,-2.321e-05,-0.32582,2.5924,4.6333e-06,-0.001834,-1.4562e-14,7.8909e-14,2.7697,-0.32582,4.6333e-06,2.5924,1.1382,1,5.4,30.4,0,5
0.00038598,3.9063e-09,-2.321e-05,-0.31922,2.5858,4.4409e-06,-0.001804,-1.34e-14,7.2472e-14,2.7593,-0.31922,4.4409e-06,2.5858,1.1333,1,5.475,30.475,0,5
0.0003856,3.8837e-09,-2.321e-05,-0.31262,2.5792,4.2465e-06,-0.0017743,-1.2259e-14,6.5962e-14,2.7489,-0.31262,4.2465e-06,2.5792,1.1284,1,5.55,30.55,0,5
0.00038522,3.8613e-09,-2.321e-05,-0.30602,2.5726,4.0501e-06,-0.0017449,-1.114e-14,5.9381e-14,2.7384,-0.30602,4.0501e-06,2.5726,1.1235,1,5.625,30.625,0,5
0.00038484,3.839e-09,-2.321e-05,-0.29942,2.566,3.8519e-06,-0.0017157,-1.0041e-14,5.2728e-14,2.728,-0.29942,3.8519e-06,2.566,1.1186,1,5.7,30.7,0,5
0.00038447,3.8168e-09,-2.321e-05,-0.29282,2.5594,3.6517e-06,-0.0016868,-8.9631e-15,4.6003e-14,2.7176,-0.29282,3.6517e-06,2.5594,1.1137,1,5.775,30.775,0,5
0.0003841,3.7949e-09,-2.321e-05,-0.28621,2.5528,3.4495e-06,-0.0016582,-7.9062e-15,3.9206e-14,2.7073,-0.28621,3.4495e-06,2.5528,1.1088,1,5.85,30.85,0,5
0.00038374,3.7731e-09,-2.321e-05,-0.27961,2.5462,3.2455e-06,-0.0016298,-6.8704e-15,3.2337e-14,2.6969,-0.27961,3.2455e-06,2.5462,1.1039,1,5.925,30.925,0,5
0.00038337,3.7514e-09,-2.321e-05,-0.273,2.5396,3.0395e-06,-0.0016017,-5.8555e-15,2.5396e-14,2.6865,-0.273,3.0395e-06,2.5396,1.099,1,6,31,0,5
0.00038301,3.7299e-09,-2.321e-05,-0.2664,2.533,2.8315e-06,-0.0015738,-4.8615e-15,1.8383e-14,2.6761,-0.2664,2.8315e-06,2.533,1.0941,1,6.075,31.075,0,5
0.00038265,3.7085e-09,-2.321e-05,-0.25979,2.5264,2.6217e-06,-0.0015463,-3.8886e-15,1.1299e-14,2.6658,-0.25979,2.6217e-06,2.5264,1.0892,1,6.15,31.15,0,5
0.0003823,3.6873e-09,-2.321e-05,-0.25318,2.5198,2.4099e-06,-0.0015189,-2.9366e-15,4.1421e-15,2.6554,-0.25318,2.4099e-06,2.5198,1.0843,1,6.225,31.225,0,5
0.00038195,3.6662e-09,-2.321e-05,-0.24658,2.5132,2.1961e-06,-0.0014919,-2.0057e-15,-3.0862e-15,2.6451,-0.24658,2.1961e-06,2.5132,1.0794,1,6.3,31.3,0,5
0.0003816,3.6453e-09,-2.321e-05,-0.23997,2.5065,1.9805e-06,-0.0014651,-1.0957e-15,-1.0387e-14,2.6347,-0.23997,1.9805e-06,2.5066,1.0745,1,6.375,31.375,0,5
0.00038126,3.6246e-09,-2.321e-05,-0.23336,2.4999,1.7629e-06,-0.0014386,-2.0661e-16,-1.7759e-14,2.6244,-0.23336,1.7629e-06,2.4999,1.0696,1,6.45,31.45,0,5
0.00038091,3.6039e-09,-2.321e-05,-0.22675,2.4933,1.5433e-06,-0.0014123,6.6143e-16,-2.5203e-14,2.6141,-0.22675,1.5433e-06,2.4933,1.0647,1,6.525,31.525,0,5
0.00038057,3.5834e-09,-2.321e-05,-0.22013,2.4867,1.3219e-06,-0.0013863,1.5085e-15,-3.2719e-14,2.6038,-0.22013,1.3219e-06,2.4867,1.0598,1,6.6,31.6,0,5
0.00038024,3.5631e-09,-2.321e-05,-0.21352,2.4801,1.0985e-06,-0.0013606,2.3346e-15,-4.0307e-14,2.5935,-0.21352,1.0985e-06,2.4801,1.0549,1,6.675,31.675,0,5
0.00037991,3.5429e-09,-2.321e-05,-0.20691,2.4735,8.7312e-07,-0.0013351,3.1397e-15,-4.7967e-14,2.5832,-0.20691,8.7312e-07,2.4735,1.05,1,6.75,31.75,0,5
0.00037958,3.5228e-09,-2.321e-05,-0.20029,2.4669,6.4585e-07,-0.0013099,3.9239e-15,-5.5698e-14,2.5729,-0.20029,6.4585e-07,2.4669,1.0451,1,6.825,31.825,0,5
0.00037925,3.5029e-09,-2.321e-05,-0.19368,2.4603,4.1665e-07,-0.0012849,4.687e-15,-6.3502e-14,2.5626,-0.19368,4.1665e-07,2.4603,1.0401,1,6.9,31.9,0,5
0.00037892,3.4831e-09,-2.321e-05,-0.18706,2.4536,1.8552e-07,-0.0012602,5.4292e-15,-7.1378e-14,2.5524,-0.18706,1.8552e-07,2.4536,1.0352,1,6.975,31.975,0,5
0.0003786,3.4634e-09,-2.321e-05,-0.18045,2.447,-4.755e-08,-0.0012358,6.1504e-15,-7.9325e-14,2.5421,-0.18045,-4.755e-08,2.447,1.0303,1,7.05,32.05,0,5
0.00037829,3.4439e-09,-2.321e-05,-0.17383,2.4404,-2.8255e-07,-0.0012116,6.8507e-15,-8.7344e-14,2.5318,-0.17383,-2.8255e-07,2.4404,1.0254,1,7.125,32.125,0,5
0.00037797,3.4245e-09,-2.321e-05,-0.16721,2.4338,-5.1949e-07,-0.0011878,7.5299e-15,-9.5436e-14,2.5216,-0.16721,-5.1949e-07,2.4338,1.0205,1,7.2,32.2,0,5
0.00037766,3.4052e-09,-2.321e-05,-0.16059,2.4272,-7.5837e-07,-0.0011641,8.1882e-15,-1.036e-13,2.5113,-0.16059,-7.5837e-07,2.4272,1.0156,1,7.275,32.275,0,5
0.00037735,3.3861e-09,-2.321e-05,-0.15397,2.4205,-9.9916e-07,-0.0011408,8.8255e-15,-1.1183e-13,2.5011,-0.15397,-9.9916e-07,2.4205,1.0107,1,7.35,32.35,0,5
0.00037705,3.3671e-09,-2.321e-05,-0.14735,2.4139,-1.2419e-06,-0.0011177,9.4418e-15,-1.2014e-13,2.4909,-0.14735,-1.2419e-06,2.4139,1.0058,1,7.425,32.425,0,5
