
     B U C K L I N G   F A C T O R   O U T P U T

 MODE NO       BUCKLING
                FACTOR

      1   0.9694867E+00
      2   0.9694867E+00
      3   0.9899100E+00
      4   0.9899100E+00
      5   0.9950873E+00
